Hour;EOM_price;H2_price;PROD_SMR;PROD_SMRCCS;PROD_Alkaline_base;PROD_Alkaline_peak_supported;PROD_Alkaline_base_supported;PROD_Alkaline_peak;PROD_Import;PROD_CCGT_new;PROD_WindOffshore;PROD_SPP_coal;PROD_WindOnshore;PROD_Nuclear;PROD_Solar;PROD_OCGT
1.0;172.47551003092326;109.30939419931086;-0.01216877280354899;-0.01742068841225515;-1.3528944224349566e-12;-4.721906479540744e-13;-8.706762542440557e-13;-1.4444914807451305e-12;-0.05140270835628322;0.01210308378928757;0.0025320600009359033;1.3874155823027546e-11;0.25962661180516855;0.04316399999976536;0.0001946936725517064;1.624512133397928e-11
2.0;172.47550973998406;109.30939419931086;-0.01216877280354899;-0.01742068841225515;-1.3528944294693764e-12;-4.721906505591569e-13;-8.706762596947865e-13;-1.4444914874601827e-12;-0.051402708356283223;0.012544216858866374;0.0022339799965034107;1.3874155514892557e-11;0.25383392407334193;0.04316399999976536;0.00020442849243653669;1.6245121103258756e-11
3.0;172.47550953398311;109.30939419931086;-0.01216877280354899;-0.01742068841225515;-1.3528944342668107e-12;-4.721906523329036e-13;-8.70676263413915e-13;-1.4444914920398423e-12;-0.05140270835628323;0.013555481220710139;0.0025822799963646607;1.387415530474603e-11;0.2500456472705544;0.04316399999976536;0.0002531020469200405;1.6245120945905842e-11
4.0;172.47550941943783;109.30939419931086;-0.01216877280354899;-0.01742068841225515;-1.3528944369468089e-12;-4.721906533238853e-13;-8.706762654890365e-13;-1.4444914945981827e-12;-0.05140270835628321;0.014974883586347479;0.003290220005303339;1.3874155187351627e-11;0.24791798673092436;0.04316399999976536;0.0002774385516914681;1.6245120858004667e-11
5.0;172.47550905257955;109.30939419931086;-0.01216877280354899;-0.01742068841225515;-1.3528944457446534e-12;-4.72190656572663e-13;-8.706762723032647e-13;-1.4444915029965733e-12;-0.05140270835628322;0.02271471182196538;0.0032213700056263;1.387415480197185e-11;0.24073712780513157;0.04316399999976536;0.00030664246640531463;1.624512056944271e-11
6.0;172.4755088753594;109.30939419931086;-0.01216877280354899;-0.01742068841225515;-1.3528944500145662e-12;-4.721906581555895e-13;-8.7067627561116e-13;-1.444491507072635e-12;-0.05140270835628324;0.033303927035380126;0.003564809996091482;1.3874154614932769e-11;0.2372342707779433;0.04316399999976536;0.0003163772862901493;1.6245120429394415e-11
7.0;172.47550870256882;109.30939419931086;-0.01216877280354899;-0.01742068841225515;-1.3528944541987826e-12;-4.721906597026692e-13;-8.706762788540715e-13;-1.4444915110668834e-12;-0.05140270835628322;0.052885498960557005;0.003970619999121607;1.387415443164764e-11;0.23378330782331175;0.04316399999976536;0.0003212446962325667;1.624512029215688e-11
8.0;172.4755079936929;109.30939419931086;-0.01216877280354899;-0.01742068841225515;-1.3528944640675408e-12;-4.721906633515503e-13;-8.706762864996195e-13;-1.44449152048754e-12;-0.05140270835628321;0.07287178105434378;0.0032667299916589844;1.3874153999357856e-11;0.23209674690041351;0.04316399999976536;0.002000477148978131;1.624511996847118e-11
9.0;172.47550442233026;109.30939419931086;-0.01216877280354899;-0.01742068841225515;-1.3528945085821306e-12;-4.7219067981048e-13;-8.706763209835272e-13;-1.4444915629811264e-12;-0.05140270835628323;0.07492023667354458;0.003178440005229652;1.3874152049445877e-11;0.23246649216737975;0.04316399999976536;0.011637813144744139;1.6245118508436187e-11
10.0;172.47549551040976;109.30939419931086;-0.01216877280354899;-0.01742068841225515;-1.352894622015144e-12;-4.721907217473415e-13;-8.706764088577122e-13;-1.4444916712641868e-12;-0.051402708356283223;0.06367678542663342;0.002465639999602902;1.3874147080642196e-11;0.2293593286317049;0.04316399999976536;0.035147072387649095;1.6245114787946537e-11
