Year;CAP_SMR;CAP_SMRCCS;CAP_Alkaline_base;CAP_Alkaline_peak;PROD_SMR;PROD_SMRCCS;PROD_Alkaline_base;PROD_Alkaline_peak;IMPORT_Import;CN_CAP_Alkaline_peak_supported;CN_CAP_Alkaline_base_supported;CN_PROD_Alkaline_peak_supported;CN_PROD_Alkaline_base_supported;PriceH2;PremiumH2CN_prod;PremiumH2CN_cap;PremiumFP;StrikeH2CfD;RefH2CfD;CAP_Alkaline_peak_supported;CAP_Alkaline_base_supported;PROD_Alkaline_peak_supported;PROD_Alkaline_base_supported
2021.0;70.0;0.35;0.135;0.135;9.904703250817743;0.09290909090279051;3.138230750128863e-10;9.306033944401646e-12;0.0;0.0;0.135;0.0;0.0;4.352005231596603;0.0;0.0;0.0;0.0;4.352005231604442;0.0;0.135;0.0;1.5573583215453958e-11
2022.0;70.0;0.35;0.13500000014513702;0.13500000001539098;11.103989068403976;4.072488374850415e-11;0.001578126918630558;0.0015781266763693514;0.0;0.0;0.135;0.0;0.0;7.432005231682055;0.0;0.0;0.0;0.0;7.432005231706759;0.0;0.135;0.0;0.0015781266783553942
2023.0;65.33333333334969;3.8266666666666262;0.1282500003443359;1.2335470768154486;11.194903334690446;1.0158060606019494;0.0008682943275203928;0.007630897855231628;0.0;0.0;0.12825;0.0;0.0;2.922009375620502;0.0;0.0;0.0;0.0;2.9220078103622984;0.0;0.12825;0.0;0.000868293504032352
2024.0;60.66666666669961;6.286234603376948;0.9025663970470971;13.629767844838495;6.729073165862599;1.6687095492560964;0.06299980580331789;0.7703165965839187;4.090965173910458;0.0;0.12150000000000001;0.0;0.0;3.0580000792738744;0.0;0.0;0.0;0.0;3.057999633689368;0.0;0.12150000000000001;0.0;0.008487582202742414
2025.0;56.00000000004973;6.262901270043656;9.988980364153893;35.5911479562354;4.541340828509606;1.6548742080156633;1.2724553984369151;2.9448371919139746;4.014709327817812;0.0;0.11475;0.0;0.0;2.7870487401058375;0.0;0.0;0.0;0.0;2.8126842756732873;0.0;0.11475;0.0;0.013970108888110806
2026.0;51.333333333402464;6.2395679367103565;21.344452109019823;37.153051831074556;1.8838483119021767;1.4439629440644526;2.9407027186970476;3.353843161715674;5.917385958298709;0.0;0.10800000000000001;0.0;0.0;2.839463000228381;0.0;0.0;0.0;0.0;2.894586051903925;0.0;0.10800000000000001;0.0;0.014087219150758992
2027.0;46.66666666675842;6.216234603377054;21.33770211382077;41.39928625647696;1.0672122412434057;1.354330698141582;2.9998174288081265;3.9081425107477292;7.322948458250903;0.0;0.10125;0.0;0.0;2.7741333787374147;0.0;0.0;0.0;0.0;2.862463439569674;0.0;0.10125;0.0;0.013870466585065208
2028.0;42.00000000011834;6.192901270043749;21.330952116444774;45.63507227916057;0.4554144145518589;1.1859638632449674;3.085189597566361;4.581429154297996;8.458128743707537;0.0;0.0945;0.0;0.0;2.676341830225309;0.0;0.0;0.0;0.0;2.782620326801066;0.0;0.0945;0.0;0.013712458908429486
2029.0;37.3333333334833;6.169567936710443;21.324202118214735;49.80779809652144;0.18271396149554786;1.0935651501346662;3.170951735060269;5.338015658876675;9.094856378971448;0.0;0.08775000000000001;0.0;0.0;2.5098980752926425;0.0;0.0;0.0;0.0;2.6252921794849686;0.0;0.08775000000000001;0.0;0.01353075170093932
2030.0;32.66666666685482;6.146234603377137;21.31745212055243;54.328028744287344;1.0397394297868602e-8;0.9887499926901531;3.294069521286516;6.211229985102244;9.508120767892425;0.0;0.081;0.0;0.0;2.3482564448810606;0.0;0.0;0.0;0.0;2.4570858745496755;0.0;0.081;0.0;0.011672462305352812
2031.0;28.000000000235275;6.122901270043834;21.310702121692607;54.32127874433634;9.37460135917614e-9;0.9390177894885081;3.375176951283831;6.011286135065936;9.95291049763048;6.482093799685684;1.72677021019313;0.9361855671876429;0.29076757518853763;2.3209101998860784;0.0;0.0;0.0;0.0;2.4386275163929176;6.482093799685684;1.72677021019313;0.9361855671876438;0.2907675751885379
2032.0;23.333333333628058;6.099567936710533;23.317818403777245;58.38696855155021;7.831809662288395e-9;0.8859613995964766;3.7797469547144558;6.6333536073367245;10.481564351584673;6.482093799685684;1.72002021019313;0.9263079169472346;0.3004802283318723;2.332318005925792;0.0;0.0;0.0;0.0;2.4480631975315372;6.482093799685684;1.72002021019313;0.9263079169472356;0.3004802283318726
2033.0;18.666666667040033;6.076234603377234;30.474912027941297;58.38021855393651;6.867897275575573e-9;0.8742255280354017;4.8617281053032855;6.330766313172042;11.272101554887946;6.482093799685684;1.71327021019313;0.8582322215100084;0.30367098134570536;2.3706580809419124;0.0;0.0;0.0;0.0;2.4865493965258803;6.482093799685684;1.71327021019313;0.8582322215100081;0.303670981345705
2034.0;14.000000000484933;6.052901270043935;34.033509899389415;61.65769541564667;5.956025102499822e-9;0.8543772797063051;5.48675764968398;6.668482878674425;11.80130591987181;6.482093799685684;1.70652021019313;0.8875628578606728;0.296772446691631;2.3639715444486296;0.0;0.0;0.0;0.0;2.4837867845685455;6.482093799685684;1.70652021019313;0.8875628578606736;0.29677244669163044
2035.0;9.333333333999231;6.029567936710636;35.523363877838335;67.2478505352998;5.230044327898399e-9;0.8261171722364388;5.888184520454034;7.431606463238543;12.083549132521142;6.482093799685684;1.69977021019313;0.9512927981753343;0.3221811261292278;2.308916375570667;0.0;0.0;0.0;0.0;2.4328152726521366;6.482093799685684;1.69977021019313;0.9512927981753339;0.32218112612922806
