Year;CAP_SMR;CAP_SMRCCS;CAP_Alkaline_base;CAP_Alkaline_peak;PROD_SMR;PROD_SMRCCS;PROD_Alkaline_base;PROD_Alkaline_peak;IMPORT_Import;CN_CAP_Alkaline_peak_supported;CN_CAP_Alkaline_base_supported;CN_PROD_Alkaline_peak_supported;CN_PROD_Alkaline_base_supported;PriceH2;PremiumH2CN_prod;PremiumH2CN_cap;PremiumFP;StrikeH2CfD;RefH2CfD;CapacityGrant;TaxDeduction;CAP_Alkaline_peak_supported;CAP_Alkaline_base_supported;PROD_Alkaline_peak_supported;PROD_Alkaline_base_supported
2021.0;70.0;0.35;0.135;0.135;9.907828043366298;0.09290909090848617;9.543329194823041e-11;1.3161843617836736e-11;0.0;0.0;0.0;0.0;0.0;4.2467530876492585;0.0;0.0;1.5071453368005376;1.5071453368005376;4.24675308765274;4.567107081213747;0.04567107081213742;0.0;0.0;0.0;0.0
2022.0;70.0;0.35;0.13500000000363233;0.2699999999999133;11.103239285778363;9.210367445876337e-13;0.002869652808280274;0.005739305486975398;0.0;0.0;0.0;0.0;0.0;7.326753087686249;0.0;0.0;1.5071453368005376;1.5071453368005376;7.326753087697058;4.567107081213747;0.04567107081213742;0.0;0.0;0.0;0.0
2023.0;65.3333333333375;0.6766666666666659;0.12825000000749104;0.5332499999989189;12.035790303973712;0.17962424242389868;0.0014627688009452517;0.006082037647937724;0.0;0.0;0.0;0.0;0.0;2.8167530877624793;0.0;0.0;1.5071453368005376;1.5071453368005376;2.81675308778835;4.567107081213747;0.04567107081213742;0.0;0.0;0.0;0.0
2024.0;60.6666666666751;1.0033333333333312;0.12150000001198667;1.0664999999972276;9.63537238323329;0.2663393939390633;0.00899683131037067;0.07742732781862582;3.346036568149434;0.0;0.0;0.0;0.0;2.9422291418219055;0.0;0.0;1.5071453368005376;1.5071453368005376;2.942229132174581;4.567107081213747;0.04567107081213742;0.0;0.0;0.0;0.0
2025.0;56.00000000001272;1.6799999999987523;0.11475000001805662;2.132999999993695;10.277064015142606;0.44596363636301134;0.0109031668596404;0.19869764558794584;3.512726386850295;0.0;0.0;0.0;0.0;2.727372892263516;0.0;0.0;1.5071453368005376;1.5071453368005376;2.7273728651504383;4.567107081213747;0.04567107081213742;0.0;0.0;0.0;0.0
2026.0;51.333333333351014;2.6833333333312455;0.1080000000252693;4.265999999985967;8.073803252785604;0.7123030303021834;0.011707303264761727;0.442652823057396;6.316064663257745;0.0;0.0;0.0;0.0;2.995709785586697;0.0;0.0;1.5071453368005376;1.5071453368005376;2.9957097846069014;4.567107081213747;0.04567107081213742;0.0;0.0;0.0;0.0
2027.0;46.66666666669013;4.3633333333295665;0.10125000003204487;8.531999999967903;6.2758821504836035;1.1582666666653854;0.01195416470892097;0.924765416798782;8.296951739142413;0.0;0.0;0.0;0.0;3.066041872612633;0.0;0.0;1.5071453368005376;1.5071453368005376;3.066042177430847;4.567107081213747;0.04567107081213742;0.0;0.0;0.0;0.0
2028.0;42.00000000003027;6.8211950216952735;0.0945000000380528;12.755333883699114;3.8969434911736913;1.8107172239406357;0.012211415809038484;1.4652153639663068;10.593724952565058;0.0;0.0;0.0;0.0;3.150450789640474;0.0;0.0;1.5071453368005376;1.5071453368005376;3.150450951576867;4.567107081213747;0.04567107081213742;0.0;0.0;0.0;0.0
2029.0;37.33333333337169;6.797861688361943;0.08775000004317722;12.748583883702798;2.2320128061168396;1.804523284546683;0.011944683530850595;1.6107228975018946;13.231167632394625;0.0;0.0;0.0;0.0;3.245506322582009;0.0;0.0;1.5071453368005376;1.5071453368005376;3.245507680303055;4.567107081213747;0.04567107081213742;0.0;0.0;0.0;0.0
2030.0;32.66666666671478;6.774528355028612;0.08100000004727487;12.741833883704349;0.6148946164900124;1.7983293451527693;0.011604744287453075;1.7576092126611051;15.82061279522665;0.0;0.0;0.0;0.0;3.2963636859444225;0.0;0.0;1.5071453368005376;1.5071453368005376;3.3012501222380983;4.567107081213747;0.04567107081213742;0.0;0.0;0.0;0.0
2031.0;28.00000000006014;6.75119502169528;0.07425000005041114;12.735083883705206;0.16698491588454253;0.9249880246835466;0.001584956813143588;0.1913698433517002;7.416052974980883;0.0;0.0;5.852057382286775;6.930614715539452;1.6846813856066074;1128.249943787099;0.0;1.5071453368005376;1.5071453368005376;1.8166520057646762;4.567107081213747;0.04567107081213742;58.506830414267434;49.37749520632186;5.852057382286781;6.930614715539452
2032.0;23.333333333408703;6.727861688361949;0.06750000005449878;12.72833388370637;0.12804395834825497;0.9217911012002303;0.0018287574739876378;0.26909222256918314;8.341382039828062;0.0;0.0;6.084142693782523;7.235853708761558;1.6268195275041801;779.1811002167366;0.0;1.5071453368005376;1.5071453368005376;1.7902030618844567;4.567107081213747;0.04567107081213742;58.506830414267434;49.37749520632186;6.084142693782528;7.235853708761555
2033.0;18.66666666676217;6.704528355028618;0.06075000006001955;12.721583883708027;0.062196525950211835;0.9185941777160324;0.0022863920357493136;0.3666730983800234;9.033140190848782;0.0;0.0;6.4405834430901345;7.6574769007266;1.712190163071395;418.69831590481846;0.0;1.5071453368005376;1.5071453368005376;1.8811853515823946;4.567107081213747;0.04567107081213742;58.506830414267434;49.37749520632186;6.440583443090131;7.657476900726593
