Year;CAP_COST_Alkaline_base;CAP_COST_Alkaline_peak_supported;CAP_COST_Alkaline_base_supported;CAP_COST_Alkaline_peak;ELEC_COST_Alkaline_base;ELEC_COST_Alkaline_peak_supported;ELEC_COST_Alkaline_base_supported;ELEC_COST_Alkaline_peak;H2_REV_Alkaline_base;H2_REV_Alkaline_peak_supported;H2_REV_Alkaline_base_supported;H2_REV_Alkaline_peak;SUPPORT_Alkaline_peak_supported;SUPPORT_Alkaline_base_supported
2021.0;134.99999999975506;0.0;0.0;101.24999999900564;2.1348858100134823e-6;-0.0;-0.0;1.6769377013899614e-5;6.347487984868549e-7;0.0;0.0;4.0988609859903485e-6;0.0;0.0
2022.0;264.32999979044956;0.0;0.0;198.24749999336578;29.328008058010642;-0.0;-0.0;31.87220315913177;44.317462193139825;0.0;0.0;42.22873349287894;0.0;0.0
2023.0;517.558139690798;0.0;0.0;388.16860498715397;2.8672496702493753;-0.0;-0.0;3.345146331897739;17.320500602150876;0.0;0.0;17.320506194589665;0.0;0.0
2024.0;915.4956543857676;0.0;0.0;686.6217411437414;36.75366429718964;-0.0;-0.0;36.141961014010796;213.89610245769808;0.0;0.0;207.74157858861042;0.0;0.0
2025.0;1624.457792292148;0.0;0.0;1218.343344828888;92.94162214698473;-0.0;-0.0;77.3496419208052;479.962438309294;0.0;0.0;452.17464604796754;0.0;0.0
2026.0;2886.9740897296188;0.0;0.0;2165.230568362747;235.2225604669025;-0.0;-0.0;190.68231366881724;1081.4327670631292;0.0;0.0;1002.0641343707438;0.0;0.0
2027.0;5134.754785004166;0.0;0.0;3851.0660906105713;630.1471948043493;-0.0;-0.0;407.1122572098192;2162.7922989273566;0.0;0.0;1861.0075219126738;0.0;0.0
2028.0;2.0625601181211718e-8;0.0;0.0;5710.325624160041;1772.8976524240109;-0.0;-0.0;981.5890087217787;4512.932364731864;0.0;0.0;3500.9415919300714;0.0;0.0
2029.0;7.949865309664947e-9;0.0;0.0;8.964975905384461e-8;1948.8804448062963;-0.0;-0.0;2172.8278037754762;4183.373531379499;0.0;0.0;5744.390102501136;0.0;0.0
2030.0;4.306995061950496e-9;18807.20996073355;20680.619483554394;3.681170563424792e-8;1581.7023259396233;-0.0;-0.0;1769.718220340264;3839.9853610330206;0.0;0.0;5510.1028638187045;0.0;0.0
2031.0;5.037092436301126e-9;0.0;0.0;4.378958836802629e-8;655.1625843020295;4735.61688443907;6048.038584772041;203.9880811575977;753.8402425643483;3865.352247161763;5878.614666776623;301.68284991876976;0.0;0.0
2032.0;6.108754072208426e-9;0.0;0.0;5.4352553533798115e-8;776.7972557096097;4375.652157969085;5615.346317179536;207.21079886865698;883.468738418135;3606.536210888512;5464.473204749488;322.90708914899045;0.0;0.0
2033.0;7.9473601849831e-9;0.0;0.0;7.377406339851679e-8;622.2973937681444;3812.810011108469;4930.294262960137;212.50715606833884;723.312375527248;3045.549100900041;4655.9122994198915;322.6343066174011;0.0;0.0
2034.0;1.125432142304639e-8;0.0;0.0;1.1310852755757302e-7;591.1816526053199;3399.9892843162684;4554.2131221283435;218.15422115500257;728.5471094549399;2867.645800074502;4417.943165479265;388.7181997798751;0.0;0.0
2035.0;1.811302312783397e-8;0.0;0.0;2.1741644742254096e-7;526.2411245903468;3092.8165216244465;4105.431310047052;254.08749114297115;710.8518565449456;2835.430881231786;4130.012478137514;502.3740688705111;0.0;0.0
2036.0;3.730903865423414e-8;0.0;0.0;9.79767943692482e-7;475.0237211974232;3008.1215105691895;3709.845692957587;380.22702260060396;702.6399113656424;3221.141754101219;4107.869865739292;696.3940676374732;0.0;0.0
2037.0;6.583684456015439e-8;0.0;0.0;719.661984154574;411.92201241358157;3243.3838541276114;3723.9656525829055;397.8564414068872;738.4222390967406;3781.0490777322025;4399.571854004614;892.2516842235875;0.0;0.0
2038.0;9.83770675673133e-8;0.0;0.0;1356.5445320010992;391.18536453591435;2871.4520425303276;3305.16751680022;428.50358072076915;725.5520166868401;3548.951909852659;4090.705126868273;1024.4284222743097;0.0;0.0
2039.0;1.5221714896355424e-7;0.0;0.0;1071.9407525570196;487.6330945690321;2561.7541854976876;2969.051139334534;584.3587492267256;795.8990479010434;3226.2421563583134;3771.026699984079;1274.4368138918353;0.0;0.0
2040.0;1.6886598305057521e-7;0.0;0.0;574.997490935556;594.995355312426;2124.9058047359376;2529.563185238097;695.3564737872251;885.8446924878267;2815.591056747783;3364.9788099031894;1441.041079202759;0.0;0.0
2041.0;6.77585594789723e-8;0.0;0.0;1.288674088246105e-6;950.2335922362988;1408.4683298937218;1752.828551215933;659.1817536173832;1228.5459801938355;2120.2746350826155;2552.597137667403;1412.2293249310842;0.0;0.0
2042.0;1.8930579624755874e-7;0.0;0.0;519.730138590854;793.4735880116325;1006.9499714906237;1479.9258548984396;397.36873869870703;1060.766301072417;1746.6587675714204;2254.512279630266;1178.1269315299637;0.0;0.0
2043.0;3.7991998188814556e-7;0.0;0.0;546.411606947388;723.3547964321356;956.374972390843;1440.1471767412888;416.7603489052576;971.8963831837749;1648.6458045603067;2172.102090624311;1221.7274135003277;0.0;0.0
2044.0;324.68687096950686;0.0;0.0;806.37090424184;627.2207068081747;839.9508972216653;1326.9750559180245;410.6012266495484;834.088394175978;1433.7824185947231;1956.663070363974;1173.9618885306818;0.0;0.0
2045.0;1083.0793886153444;0.0;0.0;605.328546143658;687.0654280421019;808.6865066229608;1242.1414948149702;475.80602743769657;903.0339029221386;1321.4581577242345;1799.810366987548;1234.7085771829622;0.0;0.0
2046.0;1041.550007618314;0.0;0.0;618.0327567136352;1004.8017657596571;694.6248897578148;1000.9011936838722;463.95539366714326;1311.9281434684294;1131.4793151560616;1477.6197649340538;1175.917053984882;0.0;0.0
2047.0;899.6033479934881;0.0;0.0;619.2342674527168;1005.8858510176007;593.4332353419535;1011.1157143742952;437.15690232203883;1364.3927339994473;969.3513862152804;1417.9937078164571;1099.1781679325136;0.0;0.0
2048.0;574.3465748072892;0.0;0.0;1017.2991707305998;968.7026258244798;537.5168020144663;1013.205635352349;428.009621565634;1322.5896941083151;853.39067084203;1359.6933724790326;1017.811514356532;0.0;0.0
