Year;EOM_avg;REC_y;ADD_CAP_CCGT_new;ADD_CAP_WindOffshore;ADD_CAP_SPP_coal;ADD_CAP_WindOnshore;ADD_CAP_Nuclear;ADD_CAP_Solar;ADD_CAP_OCGT;CAP_CCGT_new;CAP_WindOffshore;CAP_SPP_coal;CAP_WindOnshore;CAP_Nuclear;CAP_Solar;CAP_OCGT;FS_CCGT_new;FS_WindOffshore;FS_SPP_coal;FS_WindOnshore;FS_Nuclear;FS_Solar;FS_OCGT
2021.0;200.84530727474365;-6.084313423257964e-9;3.753528909059962e-13;6.353999999999148;5.146729415758864e-15;82.43499999999952;1.2301022043417024e-14;55.4199999999934;2.7547083640996966e-12;153.0;12.708;49.44;164.87;78.48;110.84;11.39;563.0669641242149;33.21589075511165;433.09439999995976;306.18372823610747;687.4847999999981;123.18901013738775;1.7944808049247673e-9
2022.0;323.8621483285104;-1.3445999281949941e-6;3.7858642705417084e-13;1.5515879555986212e-13;5.315479732646661e-15;123.65249999999708;1.2424349981604671e-14;83.12999999996067;2.8023070090470293e-12;153.0;12.708;49.44;247.30499999999952;78.48;166.2599999999934;11.390000000002756;395.3193839900067;33.21589075511165;424.8469759937694;459.27559235365567;687.4847999999981;184.7835152023182;0.0
2023.0;86.23094326999872;7.878244937195652e-7;3.7172737459912333e-13;8.504914059891446e-14;5.415480681113408e-15;165.0243086913334;1.0811585642439453e-14;46.610261274239136;2.839275903455701e-12;145.35;18.35599999999915;46.144000000000005;359.9661666666633;74.556;242.00066666662076;10.251000000005556;582.7797581131011;47.97850886835078;4.1761335901667165;668.5011399800477;645.9784756801539;268.96267211751;4.799970235742407
2024.0;73.97985827223215;7.796098588721028e-7;5.041258495748779e-13;9.615917513196297e-14;6.9711896050645955e-15;33.529745873921975;1.3479283935976869e-14;19.455485596472702;6.428587799946146e-12;137.7000000000004;17.649999999999302;42.848000000000006;513.9991420246633;70.632;281.2215946075265;9.112000000008397;388.77119019344593;45.9988256192523;1.2857373215363208;952.2702659368271;562.8914791348606;311.6335447654786;2.2241423753970238
2025.0;73.67452686623847;9.531495022092045e-7;6.677874260483812e-13;1.0912441204356752e-13;9.366269929888786e-15;87.06713352620176;1.717769459264644e-14;17.565833440608447;1.4253116039760347;130.05000000000078;16.943999999999388;39.552;536.537554565252;66.708;293.2877468706659;7.973000000014824;404.7066820204992;44.15946310673312;5.2904013266185155;992.3026101497744;531.7167359734127;324.9913501630082;3.3828073597540973
2026.0;75.44714595255428;1.0085571634016985e-6;8.094943926241441e-13;1.2232488560535434e-13;1.3400822657874037e-14;70.3182230795476;2.2542578926201362e-14;20.06085125496508;4.699155801984893;122.40000000000113;16.237999999999484;36.25599999999999;612.6133547581204;62.784000000000006;303.464246977941;8.259311603990858;361.2116363581112;41.730227470237146;6.36196040614135;1130.0166109354511;480.1892706086231;331.7437478678933;3.784124604456504
2027.0;77.95858113472539;1.296969241265023e-6;8.744808747162724e-13;1.3681025521372368e-13;2.1434076058758236e-14;90.57023643286102;3.96990048817273e-14;19.983733378741842;6.479233702978704;114.75000000000163;15.531999999999593;32.96;671.9402445043346;58.86;316.1357648995728;11.819467405975754;340.0711402454262;40.267894388982825;7.298423522621838;1233.8785734993587;442.25835603310975;344.35734840763405;6.712213848721621
2028.0;80.79944455032101;2.5046159762715584e-6;7.256268306644442e-13;1.5170347379698478e-13;4.5563335303592295e-14;81.08316366867777;4.216876324562103e-14;12.6126035711583;9.149350554462451;107.1000000000023;14.825999999999716;29.664;751.5191476038624;54.93599999999999;328.7301649449813;17.159701108954458;305.7897884023249;38.17883875126677;6.147406907481658;1366.9870175542455;407.7488092765191;359.11459483815054;10.938816109498921
2029.0;83.44442272297796;1.984595718638069e-6;1.0569889208218591e-12;1.6827881707087474e-13;1.8163553404355863e-11;94.5985341971369;6.102301026580273e-14;90.17100473915278;0.20736482781863963;99.45000000000312;14.119999999999855;26.368000000000006;821.6109779392068;51.012;333.95343518280623;25.170051663416906;282.8307098160509;36.163283951777714;4.77837285344646;1474.041753758112;362.73685365776714;362.7469928759223;18.738171097280752
2030.0;85.03606899529824;7.583799971577878e-7;1.8105749373883412e-12;1.8278869830654513e-13;1.9968622567571246e-12;305.26396103545227;1.6402263571288139e-13;212.06221996056723;4.633708060286276e-12;91.80000000000398;13.414000000000005;23.072000000000013;905.2181788030105;47.088;416.7351065886256;24.238416491235547;241.08804217239782;34.06627171750919;4.892009920370134;1583.3608486401379;275.5801862767269;444.5887904592866;20.12647824761593
2031.0;81.33339642196746;6.181813801330907e-5;3.3602193144219287e-12;1.9976033814905662e-13;1.4542523084249714e-12;61.51854718811575;2.1770955426275051e-13;1.0768171462441177e-9;8.430745246651249e-12;84.15000000000472;12.708000000000172;19.776000000000014;1199.4908065051295;43.164000000000016;621.4079932158595;23.09941649124018;161.36295801242565;25.994571520381403;0.0768836649379295;2137.1140742662396;309.90973762150276;652.724160670566;2.3575792507765354
2032.0;81.93439654433537;2.2361445153171887e-5;6.127994566449097e-12;2.2370764661951955e-13;1.4493412948632438e-12;63.70462589735437;1.1458312986264864e-10;5.374837266444045e-10;2.9498943995089817e-11;76.50000000000577;12.002000000000356;16.48000000000002;1250.0180203599118;39.24000000000002;614.018659883603;21.960416491248612;132.52038151450546;24.707185960994188;0.3182343077085101;2220.330377603049;281.4020141349811;643.4764081159861;5.234260950356603
