Year;CAP;Supply;Cancellation;MSR;TNAC;Emissions_Ind;Emissions_H2S;Emissions_PS;EUAprice;EUAs_Ind;EUAs_PS
2021.0;1596.0;3174.772426;0.0;0.0;1936.7046105912355;512.9;89.46067597176805;635.7071394369965;80.0;1445.420898561299;1729.7764655656592
2022.0;1552.0;1552.0;0.0;0.0;2108.491446591612;728.1553510792336;100.17535955858564;551.8824533618038;91.82726601868481;1071.7192658867818;480.28083096078154
2023.0;1509.0;1509.0;0.0;0.0;2507.293009457307;729.5640696858437;108.78411866682697;271.85024878163443;91.82726601829609;1094.4569639650522;414.5431328825264
2024.0;1412.0;1412.0;0.0;0.0;2822.5650083158052;804.0398893308652;117.99994831136777;174.68816349926882;101.00971703417746;1070.8596838019523;341.14042211151707
2025.0;1412.0;1412.0;0.0;0.0;3124.2343035289596;798.0824860241436;126.59291564378343;185.65530311891874;111.11034570636677;1081.852008057559;330.1481081183047
2026.0;1295.0;1295.0;0.0;0.0;3333.3063550262023;791.6578865332044;122.1812999865728;172.08876198298017;122.2209599175655;1037.6807902463115;257.3193373531851
2027.0;1233.0;1233.0;0.0;0.0;3495.2611369161327;784.7294522820088;112.90813472437831;173.40763110368243;134.44254886406574;1012.1754285366289;220.82471157059493
2028.0;1141.0;1141.0;0.0;0.0;3597.1205864338917;777.2576697340656;99.7328180184374;162.15006272973864;147.88620207121636;964.0144067944599;176.98574677845815
2029.0;1049.0;1049.0;0.0;0.0;3645.0464202678513;769.1999241901552;79.46625661223052;152.4079853636545;162.6741206112333;916.7662518350883;132.2339159797203
2030.0;958.0;958.0;0.0;0.0;3656.972006573765;760.5102557166451;50.00977609485144;135.5543818825897;178.94072975118468;857.7384696776154;100.26171291281631
2031.0;866.0;866.0;0.0;0.0;3680.8303308587465;751.1432656667923;3.448071762222793;87.55033828600402;196.8277421138788;791.5146827918873;74.48562170679256
2032.0;774.0;774.0;0.0;0.0;3644.7939952130055;741.0357303814251;4.323824057933449;64.67678120638281;216.51216064271642;704.5749292760873;69.42535020780213
2033.0;682.0;682.0;0.0;0.0;3545.5547354596347;730.1372442862576;5.452378202383461;45.64963726472954;238.16228225263004;618.629637220568;63.370656856246654
2034.0;591.0;591.0;0.0;0.0;3361.527296318742;718.3830122841126;6.459678356793348;50.184748499986505;261.9789342196022;533.0577132135132;57.94258617550316
2035.0;499.0;499.0;0.0;0.0;3094.487246867838;705.7081603826281;6.759514070807806;53.572374997468074;288.1751701078417;446.1213289630313;52.878989991348746
2036.0;407.0;407.0;0.0;0.0;2744.3932707000868;692.0391632330777;7.052060291187711;58.00275264348622;316.9910535489119;353.68867810065467;53.311657537971335
2037.0;315.0;315.0;0.0;0.0;2307.5946555439427;677.2920256155946;7.447393032547603;67.05919650800178;348.69811549159067;260.2019957898843;54.79794456361675
2038.0;224.0;224.0;0.0;0.0;1792.6370324268826;661.3919454720799;7.593651638609734;69.97202600637047;383.57038052343194;166.45969780232193;57.540221122826914
2039.0;132.0;132.0;0.0;0.0;1199.8971901740133;644.2446408617703;7.717364314781377;72.77783707631738;421.930209834377;86.67410504027578;45.325791802925586
2040.0;40.0;40.0;0.0;0.0;539.6406366542028;625.7522982678254;7.545107360148064;66.95914789183699;464.12635837257113;2.469833734586187;37.530040687882064
2041.0;0.0;0.0;0.0;0.0;363.33151186011656;112.8522982678254;7.120588908013471;56.33623761824735;4187.399444717242;6.389871375834227e-15;4.611352712452743e-12
2042.0;0.0;0.0;0.0;0.0;311.8607824358302;0.0;6.877519323738231;44.59321010054818;4211.372059945197;7.163340808324561e-15;5.109614308818437e-12
2043.0;0.0;0.0;0.0;0.0;265.7316696769213;0.0;6.684294020795787;39.44481873811312;4233.242553238271;8.0039704671143e-15;5.6732291598292365e-12
2044.0;0.0;0.0;0.0;0.0;224.0002069292465;0.0;6.496875919173602;35.234586828501186;4253.858157923673;8.903967970066891e-15;6.311577904484175e-12
2045.0;0.0;0.0;0.0;0.0;187.99822445995767;0.0;6.254575864961165;29.74740660432765;4274.176881433495;1.1701599156061059e-14;7.035441431940354e-12
2046.0;0.0;0.0;0.0;0.0;156.6769973054586;0.0;5.957456703741953;25.36377045075711;4292.703828442515;2.3343152849029326e-14;7.862978671209764e-12
2047.0;0.0;0.0;0.0;0.0;129.18004966407597;0.0;5.702669060021444;21.7942785813612;4310.309439708493;4.1059786866649966e-14;8.81157052546092e-12
2048.0;0.0;0.0;0.0;0.0;106.59508847750585;0.0;5.073436359739381;17.511524826830733;4327.353148246447;4.9605309687964316e-14;9.903860856975165e-12
2049.0;0.0;0.0;0.0;0.0;87.99581186096721;0.0;4.491035770260403;14.108240846278248;4342.886410709264;8.782842835624246e-14;1.1172650838233004e-11
2050.0;0.0;0.0;0.0;0.0;72.00396176101506;0.0;3.250178058183201;12.741672041768936;4357.813699246272;1.486528070174176e-13;1.2653891333722254e-11
2051.0;0.0;0.0;0.0;0.0;58.18100509204311;0.0;2.862987457138498;10.959969211833455;4371.981116639699;2.240158824847948e-13;1.439849960736721e-11
2052.0;0.0;0.0;0.0;0.0;45.892963910097926;0.0;2.1740973729240243;10.113943809021158;4384.887576617597;3.236581752665085e-13;1.6476539338652518e-11
2053.0;0.0;0.0;0.0;0.0;35.88812334610072;0.0;1.618964717941625;8.385875846055582;4397.45237707491;4.522704586307568e-13;1.8975478100227303e-11
2054.0;0.0;0.0;0.0;0.0;28.14514442088737;0.0;0.3194364518161896;7.42354247339716;4409.135586120709;7.997976137805827e-13;2.2027155104886236e-11
