Hour;EOM_price;H2_price;PROD_SMR;PROD_SMRCCS;PROD_Alkaline_base;PROD_Alkaline_peak_supported;PROD_Alkaline_base_supported;PROD_Alkaline_peak;PROD_Import;PROD_CCGT_new;PROD_WindOffshore;PROD_SPP_coal;PROD_WindOnshore;PROD_Nuclear;PROD_Solar;PROD_OCGT
1.0;163.39369676923272;103.88467572171712;-0.014367632253253541;-0.0008400046540038425;-2.059715291623167e-12;-1.1542750320208263e-9;-1.3733276853305812e-13;-5.112109112608793e-13;-0.06579105072488914;0.018245010580533204;0.0025320600022695366;4.916248372157269e-12;0.2534568793580633;0.04316399999994017;0.0002091393614138223;1.1824743230202421e-12
2.0;163.39369135761652;103.88467572171712;-0.014367632253253541;-0.0008400046540038425;-2.059715419166367e-12;-1.1542751065861977e-9;-1.373327780943322e-13;-5.112109395523756e-13;-0.06579105072488914;0.018547546567937896;0.0022339799978409367;4.9162470639713755e-12;0.24780184829096216;0.04316399999994016;0.00021959647593524674;1.1824741268604603e-12
3.0;163.39368788057646;103.88467572171712;-0.014367632253253541;-0.0008400046540038425;-2.059715500922561e-12;-1.1542751543847167e-9;-1.3733278422167258e-13;-5.11210957687451e-13;-0.06579105072488915;0.019465034087230954;0.0025822799976976383;4.916246225414341e-12;0.24410359559682182;0.04316399999994016;0.0002718814631687395;1.182474001120632e-12
4.0;163.39368592331095;103.88467572171712;-0.014367632253253541;-0.0008400046540038425;-2.0597155469578845e-12;-1.1542751812984923e-9;-1.373327876718526e-13;-5.112109678989505e-13;-0.06579105072488915;0.020831989853045293;0.003290220006627064;4.916245753239252e-12;0.24202649650070693;0.04316399999994016;0.0002980236640986711;1.1824739303188313e-12
5.0;163.39367923991665;103.88467572171712;-0.014367632253253541;-0.0008400046540038425;-2.0597157043969137e-12;-1.1542752733431196e-9;-1.3733279947133847e-13;-5.112110028218955e-13;-0.06579105072488917;0.028398736395715714;0.003221370006950925;4.916244138419135e-12;0.23501628255619939;0.04316399999994016;0.0003293944222893148;1.1824736881798015e-12
6.0;163.39367597307375;103.88467572171712;-0.014367632253253541;-0.0008400046540038425;-2.059715781373508e-12;-1.1542753183461342e-9;-1.3733280523810566e-13;-5.11211019896771e-13;-0.06579105072488915;0.03890385608864898;0.003564809997411617;4.916243348886161e-12;0.23159666695987982;0.04316399999994016;0.0003398515368107393;1.1824735697909205e-12
7.0;163.39367274764544;103.88467572171712;-0.014367632253253541;-0.0008400046540038425;-2.0597158573953304e-12;-1.1542753627911445e-9;-1.3733281093329588e-13;-5.112110367598494e-13;-0.06579105072488915;0.05840292863249914;0.003970620000436433;4.9162425691464894e-12;0.22822771223224386;0.04316399999994016;0.00034508009407145147;1.1824734528704919e-12
8.0;163.39367362953783;103.88467572171712;-0.014367632253253541;-0.0008400046540038425;-2.059715828986536e-12;-1.154275346182213e-9;-1.373328088064885e-13;-5.112110304582518e-13;-0.0657910507248892;0.0782245272088764;0.003266729992983016;4.916242860529326e-12;0.22658123051993848;0.04316399999994016;0.0021489065925774796;1.1824734965627922e-12
9.0;163.3936881084289;103.88467572171712;-0.014367632253253541;-0.0008400046540038425;-2.059715443970339e-12;-1.1542751210879475e-9;-1.37332779950952e-13;-5.112109450543674e-13;-0.06579105072488917;0.07956702901589979;0.003178440006554839;4.916246809562e-12;0.22694218920930812;0.04316399999994016;0.012501304210753995;1.182474088712338e-12
10.0;163.3937196688894;103.88467572171712;-0.014367632253253541;-0.0008400046540038425;-2.0597145934446104e-12;-1.1542746238394042e-9;-1.3733271620702782e-13;-5.112107563916596e-13;-0.06579105072488912;0.06650605553575789;0.0024656400009374036;4.916255533250574e-12;0.223908863896731;0.04316399999994016;0.03775488045820107;1.1824753968116228e-12
11.0;163.39375689887092;103.88467572171712;-0.014367632253253541;-0.0008400046540038425;-2.0597135812157768e-12;-1.1542740320541487e-9;-1.3733264034406433e-13;-5.11210531860132e-13;-0.06579105072488915;0.047202417339995126;0.0014790599997474168;4.916265915534039e-12;0.21732926849606388;0.04316399999994017;0.06965385815348543;1.182476953613719e-12
12.0;163.39378727360707;103.88467572171712;-0.014367632253253541;-0.0008400046540038425;-2.0597127515933578e-12;-1.1542735470263774e-9;-1.3733257816684932e-13;-5.112103478341398e-13;-0.06579105072488911;0.02988653209055414;0.0009630899997823779;4.91627442487848e-12;0.21068634816957327;0.04316399999994016;0.09657532075215455;1.182478229572384e-12
