Year;CAP_SMR;CAP_SMRCCS;CAP_Alkaline_base;CAP_Alkaline_peak;PROD_SMR;PROD_SMRCCS;PROD_Alkaline_base;PROD_Alkaline_peak;IMPORT_Import;CN_CAP_Alkaline_peak_supported;CN_CAP_Alkaline_base_supported;CN_PROD_Alkaline_peak_supported;CN_PROD_Alkaline_base_supported;PriceH2;PremiumH2CN_prod;PremiumH2CN_cap;PremiumFP;StrikeH2CfD;RefH2CfD;CAP_Alkaline_peak_supported;CAP_Alkaline_base_supported;PROD_Alkaline_peak_supported;PROD_Alkaline_base_supported
2021.0;70.0;0.35;0.135;0.135;9.904413641743265;0.09290909078852527;2.5563370476978782e-11;3.010366129803468e-12;0.0;0.0;0.135;0.0;0.0;4.271125104438445;0.0;0.0;0.0;0.0;4.271125104447108;0.0;0.135;0.0;9.725291581364716e-12
2022.0;70.0;0.35;0.13500000000204546;0.13500000006534352;11.099824895887222;2.4591513546858185e-10;0.0028696527594126377;0.002869652743263377;0.0;0.0;0.135;0.0;0.0;7.351125104530154;0.0;0.0;0.0;0.0;7.351125104557125;0.0;0.135;0.0;0.0028696527447891955
2023.0;65.33333333333431;3.8266666666663185;0.12825000000414827;0.737759492205763;11.192397182570861;1.0158060605347166;0.0014627686087524874;0.008414591629206021;0.0;0.0;0.12825;0.0;0.0;2.841124896831663;0.0;0.0;0.0;0.0;2.841124928350032;0.0;0.12825;0.0;0.0014627685551138418
2024.0;60.66666666666865;7.303333333332305;0.12150000000668855;8.176104414053226;7.143706864985513;1.9387030302342692;0.009760842438876158;0.5793292380081413;3.648885710125758;0.0;0.12150000000000001;0.0;0.0;2.96902134438939;0.0;0.0;0.0;0.0;2.96902414661601;0.0;0.12150000000000001;0.0;0.009760842456738847
2025.0;56.00000000000298;9.257335887522663;0.11475000001002765;19.881359854820122;6.249634340591099;2.457401890080922;0.013366843843929947;1.8569372329337002;3.8510808813365687;0.0;0.11475;0.0;0.0;2.7569003399582557;0.0;0.0;0.0;0.0;2.7568941611056603;0.0;0.11475;0.0;0.01336684396428656
2026.0;51.33333333333747;9.23400255419223;0.10800000001413197;33.97064353717235;3.100410510256446;2.4512079506765683;0.014768165169309028;3.472757543223675;6.501161312476167;0.0;0.10800000000000001;0.0;0.0;2.9728065687994882;0.0;0.0;0.0;0.0;2.9902301378206175;0.0;0.10800000000000001;0.0;0.01476816535077416
2027.0;46.66666666667216;9.21066922086038;0.10125000001844713;33.963893537185605;2.095265061567496;2.4450140112792487;0.014058739850919676;3.6841205442692586;8.415302498738317;0.0;0.10125;0.0;0.0;3.0191837526078005;0.0;0.0;0.0;0.0;3.0390768417730993;0.0;0.10125;0.0;0.014058740032107131
2028.0;42.000000000007084;9.187335887527933;0.09450000002203013;33.957143537187484;1.1369246163261943;2.438820071871345;0.013310829029544825;3.8432206082517526;10.333455757920545;0.0;0.0945;0.0;0.0;3.0373517201156406;0.0;0.0;0.0;0.0;3.061313669348771;0.0;0.0945;0.0;0.013310829224564249
2029.0;37.33333333334232;9.16400255419522;0.08775000002475684;33.95039353718828;0.3225478165219478;2.432626132429276;0.012496269909025056;4.064815878697284;12.046210617843423;0.0;0.08775000000000001;0.0;0.0;3.0044938360866187;0.0;0.0;0.0;0.0;3.0408404293168685;0.0;0.08775000000000001;0.0;0.012496270095502785
2030.0;32.666666666677926;9.140669220862383;0.08100000002686135;33.943643537188755;0.010799471359573749;2.42643219255828;0.012064808754264184;4.26508551616789;13.277797400877434;0.0;0.081;0.0;0.0;2.898533389340336;0.0;0.0;0.0;0.0;2.935861109524722;0.0;0.081;0.0;0.012064809035259076
