Year;CAP_COST_Alkaline_base;CAP_COST_Alkaline_peak_supported;CAP_COST_Alkaline_base_supported;CAP_COST_Alkaline_peak;ELEC_COST_Alkaline_base;ELEC_COST_Alkaline_peak_supported;ELEC_COST_Alkaline_base_supported;ELEC_COST_Alkaline_peak;H2_REV_Alkaline_base;H2_REV_Alkaline_peak_supported;H2_REV_Alkaline_base_supported;H2_REV_Alkaline_peak;SUPPORT_Alkaline_peak_supported;SUPPORT_Alkaline_base_supported
2021.0;2.0459643709572144e-8;0.0;0.0;1416.3457022422178;6.644697495438651e-7;-0.0;-0.0;1.5005668173724746e-7;1.9811053482899596e-7;0.0;0.0;3.6775645297371795e-8;0.0;0.0
2022.0;1.3856028303424492e-8;0.0;0.0;2.5048693655583205e-8;14.020596415066475;-0.0;-0.0;207.5304283991791;20.880422104856173;0.0;0.0;275.3247608605558;0.0;0.0
2023.0;1.8418003737351608e-8;0.0;0.0;14246.240783856701;0.9605410507272667;-0.0;-0.0;16.11913392750049;4.046438257186454;0.0;0.0;62.12699847517662;0.0;0.0
2024.0;2.4587543407303417e-8;0.0;0.0;5482.711711182705;14.034246892384726;-0.0;-0.0;1653.7823229418766;27.159729171943887;0.0;0.0;3598.714948003289;0.0;0.0
2025.0;2.1415116032298376e-8;0.0;0.0;6795.36619265049;18.57714292705221;-0.0;-0.0;2912.0764165744204;30.698727919255848;0.0;0.0;5311.745808511433;0.0;0.0
2026.0;1.0999782914368851e-8;0.0;0.0;8.789459586216485e-9;19.804684454726527;-0.0;-0.0;5219.589693894474;31.576886596960055;0.0;0.0;8539.099344650229;0.0;0.0
2027.0;5.4334132907179565e-9;0.0;0.0;2.0671368445350292e-9;16.324584685196786;-0.0;-0.0;4708.206582839185;27.710812800324497;0.0;0.0;8329.558850092375;0.0;0.0
2028.0;2.9879826380916977e-9;0.0;0.0;8.562377334488245e-10;12.978371167506616;-0.0;-0.0;4088.5686297156394;23.812820606866715;0.0;0.0;7970.615714754372;0.0;0.0
2029.0;1.7793920855773463e-9;0.0;0.0;4.3411679081613317e-10;9.356421621233167;-0.0;-0.0;3323.4402900400128;19.753422389024795;0.0;0.0;7583.548201790471;0.0;0.0
2030.0;1.1535457721835132e-9;19563.73733743128;24503.7028049383;2.5897832275126686e-10;7.425528619303787;-0.0;-0.0;2722.7296399240367;16.974375556375943;0.0;0.0;7062.288455561997;0.0;0.0
2031.0;1.3145224660772225e-9;0.0;0.0;2.911270852954348e-10;0.7524313088171545;4634.595084925198;6496.732048774308;173.95293006625877;0.921709422189497;2974.7279508800616;5470.612767584261;201.42462280748336;0.0;0.0
2032.0;1.548288751934402e-9;0.0;0.0;3.3602835474221127e-10;0.6298455901764759;4076.780398199281;5893.835770108791;166.7740348907162;0.8138168803768315;2518.155730944272;4914.792396980164;217.92364232608344;0.0;0.0
2033.0;1.9061664385927355e-9;0.0;0.0;4.0177950270571965e-10;0.6578114635955846;3865.098474818877;5382.174352232672;169.38526855858558;0.8798325260114013;2488.6853034788624;4572.34786197418;250.3373960790714;0.0;0.0
2034.0;2.532993230776356e-9;0.0;0.0;5.122961291690757e-10;0.7622133811358643;3529.5067417398336;4812.032391163387;229.46816885744482;0.9935905512148548;2505.434943482194;4310.221095864513;313.70053535099504;0.0;0.0
2035.0;3.76606892285896e-9;0.0;0.0;7.119964876434662e-10;0.8203700709399907;3309.1254078584057;4238.65468537433;318.34767983616825;1.105335995675358;2658.300385297298;4059.885280636082;450.9217502309246;0.0;0.0
2036.0;6.474377082679038e-9;0.0;0.0;1.0776470437444365e-9;1.6026343244917276;3257.8978328877915;3664.2825511235983;384.17909004798486;1.9822000658847676;3243.36200821246;4111.855545283251;623.2487238040756;0.0;0.0
2037.0;1.5374067842268087e-8;0.0;0.0;1.9113913129879875e-9;1.4107064786679175;3101.7820357333717;3294.2921917959516;479.0974845321513;1.824430966447422;3380.814242935591;4002.8236570091885;801.8540891910241;0.0;0.0
2038.0;27.94529044644145;0.0;0.0;3.873160643669046e-9;0.9745012100025997;2755.380486958833;2976.5159962991834;482.04355281878355;1.364146848454356;3225.2382445581306;3810.502590593319;913.0405589278323;0.0;0.0
2039.0;577.6307647317136;0.0;0.0;1.2097300695764378e-8;12.441955589698802;2354.459352808061;2706.3920852695824;524.3338471238192;15.747096600732341;2984.708200320173;3647.2397936185375;993.8275863925745;0.0;0.0
2040.0;4.635518038595387e-8;0.0;0.0;420.13618156722595;243.34969034614338;1959.9740695466382;2288.2057264220753;524.8955294012964;322.59619110299974;2692.759441353031;3278.495746942248;1027.7931383059843;0.0;0.0
2041.0;2.582481112649748e-8;0.0;0.0;6.998958067278425e-8;157.90934311078385;1463.2581072514633;2220.753123730902;417.8447948184412;221.17255387780986;2145.560181604458;3120.6908751766914;933.02299655584;0.0;0.0
2042.0;5.1946887971537925e-8;0.0;0.0;873.6254326145527;136.78880276923624;967.5405487512171;1871.5461893200327;241.33502312673747;204.30413817276607;1795.0608332371792;2833.566082625878;840.609422968313;0.0;0.0
2043.0;1.4779966019473168e-7;0.0;0.0;2386.3399998183613;116.48908811389632;949.3692506279265;1796.5772070702947;304.16632132166455;176.38272656773248;1669.493329099073;2650.007530364046;955.8459648281198;0.0;0.0
2044.0;5.227056346067791e-7;0.0;0.0;1209.0162841741915;111.78748720087755;915.1667516185694;1698.5170779112348;404.4193090829104;164.8779015102566;1532.2999398481086;2455.003210082986;1106.6057156507065;0.0;0.0
