Year;CAP;Supply;Cancellation;MSR;TNAC;Emissions_Ind;Emissions_H2S;Emissions_PS;EUAprice;EUAs_Ind;EUAs_PS
2021.0;1596.0;3174.772426;0.0;0.0;1936.6624717285881;512.9;89.46381114083954;635.7461431305725;80.0;1396.053341422399;1780.539692608228
2022.0;1552.0;1552.0;0.0;0.0;2074.3980861602577;701.3438175235465;99.47179831217142;613.4487697326122;126.0944001247616;989.4958510982801;562.5033554713266
2023.0;1509.0;1509.0;0.0;0.0;2173.0418688974955;703.2782524728176;108.81364030069501;598.2643244892492;126.0944001262615;978.7458510658537;530.2533555036816
2024.0;1412.0;1412.0;0.0;0.0;2167.192926906586;775.6890637395426;68.68045776209343;573.4794204892737;138.70792600899694;951.5505532605704;460.4485013761796
2025.0;1412.0;1412.0;0.0;0.0;2328.982805521144;767.5682490758727;71.88822117817908;410.75365113139;152.49841136391328;985.2626712912092;426.7372286860259
2026.0;1295.0;1295.0;0.0;0.0;2434.6133808748255;758.750080857155;49.79061949772428;380.8287242914396;167.74825944053137;938.51243312735;356.48746726605316
2027.0;1233.0;1233.0;0.0;0.0;2545.557684565934;749.1379842572724;32.52429313647777;340.39341891514175;184.66719407043942;927.8255655014722;305.1741827344342
2028.0;1141.0;1141.0;0.0;0.0;2646.6419553775168;738.8630871088541;10.832833815817747;290.21980826374534;203.15005964746874;884.8994742982187;256.1002550658276
2029.0;1049.0;1049.0;0.0;0.0;2737.723248600158;727.7901274901161;1.5599518058683473;228.56862748137434;223.46998169886578;823.8391356085181;225.16052576229583
2030.0;958.0;958.0;0.0;0.0;2796.2141113171724;715.8511038352843;1.5536977725126684;182.1043356751888;245.81847641538158;748.1910725636775;209.80855908625387
2031.0;866.0;866.0;0.0;0.0;2683.829415292351;702.975593164372;0.15868725428939484;275.25041560616;270.4019966092521;658.6759678170822;207.32363348758577
2032.0;774.0;774.0;0.0;0.0;2622.029495069285;689.0900469275325;0.18503907157287763;146.52483422396008;297.4442009515613;658.2842173570615;115.7153507940191
2033.0;682.0;682.0;0.0;0.0;2563.3052334429;674.1151882938105;0.78351671102503;65.82555662154977;327.1910621894431;607.6319812947727;74.36755004320437
2034.0;591.0;591.0;0.0;0.0;2446.4175087032413;657.965524742459;0.7056016641405647;49.216598333059125;359.913153539279;528.2844621630176;62.7150281409708
2035.0;499.0;499.0;0.0;0.0;2255.8486756044367;640.5488474224478;0.7568184636844705;48.26316721267213;395.90812978540595;441.61162554597917;57.38781890704813
2036.0;407.0;407.0;0.0;0.0;1995.3193721592515;621.7657026570503;0.757462575129589;45.00613821300523;435.50344004413256;354.53938038546283;52.46001276965291
2037.0;315.0;315.0;0.0;0.0;1655.446424894714;601.50882154444;0.7793258864192997;52.584799833678176;479.059312962874;266.7868646063718;48.21247114510445
2038.0;224.0;224.0;0.0;0.0;1247.249882814659;579.6625040245528;0.7793258864551419;51.75471216904717;526.972042222072;181.4886494456265;42.510622066691134
2039.0;132.0;132.0;0.0;0.0;775.819625111153;556.1019543886143;0.7611652632359901;46.56713805165572;579.6776018265258;96.81849184829879;35.18070783122499
2040.0;40.0;40.0;0.0;0.0;244.31582534365566;530.6925636128424;0.5281010445545877;40.28313511010029;637.6556254122929;4.893487050210661;35.10563237146685
2041.0;0.0;0.0;0.0;0.0;194.23683101921645;17.7925636128424;0.3768004801171715;31.909630231479625;4187.39944524316;1.97424985806915e-13;8.938035213333823e-13
2042.0;0.0;0.0;0.0;0.0;168.49047595766712;0.0;0.374153936863746;25.37220112468559;4211.372060536068;2.1192637913536973e-13;9.962724471933479e-13
2043.0;0.0;0.0;0.0;0.0;144.35269992890684;0.0;0.3741539368123226;23.76362209194795;4233.242553906104;2.431344034128088e-13;1.1136565053714305e-12
2044.0;0.0;0.0;0.0;0.0;123.08371783258237;0.0;0.37415393676513886;20.89482815955934;4253.85815868221;2.844146286974871e-13;1.2485348064918278e-12
2045.0;0.0;0.0;0.0;0.0;104.79711693961202;0.0;0.3741539366946375;17.912446956275698;4274.176882298568;3.3197651080107964e-13;1.4040085291888533e-12
2046.0;0.0;0.0;0.0;0.0;88.95807083408201;0.0;0.35948327085634557;15.479562834673677;4292.703829435431;4.2616348710790293e-13;1.5851248800745378e-12
2047.0;0.0;0.0;0.0;0.0;74.30928707337645;0.0;0.1445650938021986;14.504218666903355;4310.309440854547;6.947302979468408e-13;1.7972883982435125e-12
2048.0;0.0;0.0;0.0;0.0;61.22278817586436;0.0;0.13558325850365355;12.950915639008443;4327.353149576453;1.2006441125256082e-12;2.0478282864417363e-12
2049.0;0.0;0.0;0.0;0.0;50.24152784183842;0.0;0.03758847866442088;10.94367185536152;4342.886412269895;1.7928291701033849e-12;2.347568293752522e-12
2050.0;0.0;0.0;0.0;0.0;41.568176575400145;0.0;7.568088406724763e-10;8.673351265681466;4357.8137011056315;2.5932743143771818e-12;2.7098733506156768e-12
2051.0;0.0;0.0;0.0;0.0;33.316930664342316;0.0;7.003452245526835e-10;8.251245910357483;4371.9811188706135;4.832668193001593e-12;3.154614297261665e-12
2052.0;0.0;0.0;0.0;0.0;25.926578483706876;0.0;6.850308807805151e-10;7.390352179950407;4384.887579319179;8.047887681001322e-12;3.71156166828198e-12
2053.0;0.0;0.0;0.0;0.0;19.573790577281557;0.0;6.646714683123137e-10;6.352787905760647;4397.452380428669;1.2320675819773647e-11;4.423414746651238e-12
2054.0;0.0;0.0;0.0;0.0;13.838807134237424;0.0;6.64686058384845e-10;5.734983442379447;4409.135590387247;1.7782601322300235e-11;5.361418201025781e-12
