Hour;EOM_price;H2_price;PROD_SMR;PROD_SMRCCS;PROD_Alkaline_base;PROD_Alkaline_peak_supported;PROD_Alkaline_base_supported;PROD_Alkaline_peak;PROD_Import;PROD_CCGT_new;PROD_WindOffshore;PROD_SPP_coal;PROD_WindOnshore;PROD_Nuclear;PROD_Solar;PROD_OCGT
1.0;327.8803417059111;111.9766399134893;-5.560738064683499e-14;-0.0069766666666629595;-7.944814294632574e-17;-5.715717178397758e-16;-2.4714181094056737e-13;-4.673747075924954e-17;-0.07401648382216026;0.1318535211645128;0.004022061964866575;5.148445812658762e-13;0.0635686421116905;0.08240399999996442;6.988209311182613e-5;0.03570174248159299
2.0;327.88034170434463;111.9766399134893;-5.560738064683499e-14;-0.0069766666666629595;-7.944814294632574e-17;-5.715717178398516e-16;-2.4714181095292096e-13;-4.673747075924954e-17;-0.07401648382216025;0.1318535211645128;0.003548575457032903;5.148445812542957e-13;0.062150323354884705;0.08240399999996442;7.33762467054586e-5;0.03195007261576105
3.0;327.88034170339677;111.9766399134893;-5.560738064683499e-14;-0.0069766666666629595;-7.944814294632574e-17;-5.71571717839902e-16;-2.471418109601725e-13;-4.673747075924954e-17;-0.07401648382216026;0.1318535211645128;0.004101834139804162;5.148445812473681e-13;0.061222777404868256;0.08240399999996442;9.084681907621118e-5;0.029926798324688884
4.0;327.880341703104;111.9766399134893;-5.560738064683499e-14;-0.0069766666666629595;-7.944814294632574e-17;-5.715717178399399e-16;-2.471418109624077e-13;-4.673747075924954e-17;-0.07401648382216026;0.1318535211645128;0.005226364593385875;5.148445812450933e-13;0.060701827374212765;0.08240399999996442;9.958200746287755e-5;0.02933847171772567
5.0;327.8803417042386;111.9766399134893;-5.560738064683499e-14;-0.0069766666666629595;-7.944814294632574e-17;-5.715717178398516e-16;-2.471418109534525e-13;-4.673747075924954e-17;-0.07401648382216026;0.1318535211645128;0.005116999505400535;5.148445812534685e-13;0.05894361989334507;0.08240399999996442;0.00011006427264639667;0.031714785004560354
6.0;327.8803417073126;111.9766399134893;-5.560738064683499e-14;-0.0069766666666629595;-7.944814294632574e-17;-5.715717178396875e-16;-2.4714181092973567e-13;-4.673747075924323e-17;-0.07401648382216025;0.1318535211645128;0.005662538284646676;5.14844581276216e-13;0.05808595794882602;0.08240399999996442;0.00011355842624007107;0.03946289797099242
7.0;327.8803417131176;111.9766399134893;-5.560738064683499e-14;-0.0069766666666629595;-7.944814294631312e-17;-5.715717178393972e-16;-2.4714181088480054e-13;-4.673747075924323e-17;-0.07401648382216022;0.1318535211645128;0.0063071489875501565;5.148445813190226e-13;0.05724100208132711;0.08240399999996442;0.00011530550303690894;0.05620273397465416
8.0;327.88034172768926;111.9766399134893;-5.560738064683499e-14;-0.0069766666666629595;-7.944814294631312e-17;-5.715717178385894e-16;-2.4714181077245826e-13;-4.673747075923692e-17;-0.07401648382216022;0.1318535211645128;0.005189051776813002;5.148445814260391e-13;0.05682805370534277;0.08240399999996442;0.000718038391660388;0.0764061244817311
9.0;327.88034177037696;111.9766399134893;-5.560738064683499e-14;-0.0069766666666629595;-7.944814294626264e-17;-5.715717178363806e-16;-2.4714181045397515e-13;-4.6737470759211675e-17;-0.07401648382216022;0.1318535211645128;0.005048807155471507;5.148445817294076e-13;0.05691858450411121;0.08240399999996442;0.004177201745651427;0.08496414585728278
10.0;327.8803418232001;111.9766399134893;-5.560738064683499e-14;-0.0069766666666629595;-7.944814294622477e-17;-5.715717178336921e-16;-2.471418100695034e-13;-4.673747075918012e-17;-0.07401648382216024;0.1318535211645128;0.003916556818550756;5.14844582095435e-13;0.05615780668781402;0.08240399999996442;0.012615463946768216;0.08686524711878109
