Year;CAP_COST_Alkaline_base;CAP_COST_Alkaline_peak_supported;CAP_COST_Alkaline_base_supported;CAP_COST_Alkaline_peak;ELEC_COST_Alkaline_base;ELEC_COST_Alkaline_peak_supported;ELEC_COST_Alkaline_base_supported;ELEC_COST_Alkaline_peak;H2_REV_Alkaline_base;H2_REV_Alkaline_peak_supported;H2_REV_Alkaline_base_supported;H2_REV_Alkaline_peak;SUPPORT_Alkaline_peak_supported;SUPPORT_Alkaline_base_supported
2021.0;2.498376194514323e-7;0.0;0.0;3.139713664192283e-10;0.0002596886143837544;-0.0;-0.0;2.9781153129161225e-7;7.54135491629278e-5;0.0;0.0;7.117216784947119e-8;0.0;0.0
2022.0;2.5473148718251845e-7;0.0;0.0;3.2045364288484806e-10;0.00042076874450173513;-0.0;-0.0;4.66812701518606e-7;0.0001447145681870458;0.0;0.0;1.2729465470971434e-7;0.0;0.0
2023.0;2.5992638659069896e-7;0.0;0.0;3.274978554348874e-10;0.0003951873926157484;-0.0;-0.0;4.504440328636771e-7;0.00011913468550952627;0.0;0.0;1.1093156087345948e-7;0.0;0.0
2024.0;2.6813049175679047e-7;0.0;0.0;3.393758217273999e-10;0.0003987056471406108;-0.0;-0.0;4.5353518036701616e-7;0.00012265260391983802;0.0;0.0;1.1402319340304996e-7;0.0;0.0
2025.0;2.78000121385293e-7;0.0;0.0;3.54433076440225e-10;0.0003954104972517504;-0.0;-0.0;4.507213386174071e-7;0.00011935785019219832;0.0;0.0;1.1121116714571238e-7;0.0;0.0
2026.0;2.895939549083853e-7;0.0;0.0;3.7248988467643944e-10;0.00039341858634930074;-0.0;-0.0;4.489970911629101e-7;0.00011736579466432372;0.0;0.0;1.0948709568851595e-7;0.0;0.0
2027.0;3.0372469658749015e-7;0.0;0.0;3.9231116781128625e-10;0.0003725417510509117;-0.0;-0.0;4.311341834655676e-7;9.648917004981897e-5;0.0;0.0;9.162473876573528e-8;0.0;0.0
2028.0;3.19819869680704e-7;0.0;0.0;4.168962783115036e-10;0.000351256486372429;-0.0;-0.0;4.1236771980849265e-7;7.520378030974872e-5;0.0;0.0;7.285830743100568e-8;0.0;0.0
2029.0;3.397028422821796e-7;0.0;0.0;4.480535351813064e-10;0.00033844601408658683;-0.0;-0.0;4.0073978865716675e-7;6.239309062527607e-5;0.0;0.0;6.123059478160088e-8;0.0;0.0
2030.0;3.6399722853332263e-7;36765.71829950067;60859.42378702294;4.867399114637314e-10;0.0003262055991062375;-0.0;-0.0;3.8927765044426015e-7;5.0153218657420965e-5;0.0;0.0;4.9769277937181485e-8;0.0;0.0
2031.0;3.979957444597334e-7;0.0;0.0;5.433372074552868e-10;0.00014688497094863392;2.1490006449208225e-6;16688.76177405683;1.7871861928824753e-7;1.9376583710003894e-5;4.2289769512781294e-7;4133.962030713329;1.994319711668093e-8;0.0;0.0
2032.0;4.4233388283154634e-7;0.0;0.0;6.207073947401476e-10;0.00014895680330195087;1.8244759799933205e-6;28461.407803758088;1.8136724935719002e-7;1.8144058078291326e-5;3.253188177528542e-7;6354.630975584954;1.870164318979756e-8;0.0;0.0
