Year;CAP;Supply;Cancellation;MSR;TNAC;Emissions_Ind;Emissions_H2S;Emissions_PS;EUAprice;EUAs_Ind;EUAs_PS
2021.0;1596.0;3174.772426;0.0;0.0;1936.752363373848;512.9;89.44553668049495;635.6745259456569;80.0;1496.2351790981597;1678.3802290432707
2022.0;1552.0;1552.0;0.0;0.0;2089.801301161405;745.7905364460482;99.8745220121671;553.2860037542284;79.50499628751702;1128.4555407043804;423.54685390452624
2023.0;1509.0;1509.0;0.0;0.0;2338.142057719629;746.8534671039671;101.85542076410577;411.95035557370295;79.5049962875194;1117.705540518963;391.29685408994277
2024.0;1412.0;1412.0;0.0;0.0;2617.5806121716696;822.6856277885474;65.57256293937454;244.3032548200377;87.45470624394528;1102.1958185813767;309.806806249581
2025.0;1412.0;1412.0;0.0;0.0;2969.1395388505775;818.1909900025947;62.0192936821656;180.23078963633202;96.19922951179868;1107.935530175095;304.0673457175216
2026.0;1295.0;1295.0;0.0;0.0;3275.734474078019;813.3439379969304;30.54038000532772;144.52074677029998;105.81801675266206;1074.3363732013956;220.66677628865267
2027.0;1233.0;1233.0;0.0;0.0;3545.20742168568;808.1168496283606;19.892442714346284;135.5177600496323;116.39845769400586;1055.7074067625392;177.29604072263515
2028.0;1141.0;1141.0;0.0;0.0;3744.2535771272833;802.4799395188709;10.352979596112807;129.1209254434128;128.03667376320317;1021.2963389563613;119.7074329815404
2029.0;1049.0;1049.0;0.0;0.0;3905.1327603349673;796.4010900227411;4.236553664595916;87.48317310497879;140.8383896950735;979.1596119359064;69.84451320542102
2030.0;958.0;958.0;0.0;0.0;3989.1949236440732;789.845669068454;2.4219227481269643;81.6702448743135;154.91989194257744;920.4047047999144;37.59980486035384
2031.0;866.0;866.0;0.0;0.0;3997.449873302111;782.7762895345468;2.162675178070265;72.80608562934543;170.40915765082633;842.5695549120624;23.435361734723582
2032.0;774.0;774.0;0.0;0.0;3928.388040616229;775.1527207629172;1.7381309947307801;66.17098092823414;187.4468086745492;750.0783073989734;23.927052930043228
2033.0;682.0;682.0;0.0;0.0;3780.944972952614;766.9315510700276;1.1323385555490268;61.379178038038155;206.18756452717358;657.0066859242594;24.999159541568677
2034.0;591.0;591.0;0.0;0.0;3555.973601292914;758.0619601839203;0.856264064884805;57.0531474108953;226.80903919216948;564.0363640354319;26.96993043499436
2035.0;499.0;499.0;0.0;0.0;3249.96031978108;748.5013839060523;0.7476140297544822;55.76428357602671;249.48388592231913;472.68812919334687;26.31878507019031
2036.0;407.0;407.0;0.0;0.0;2864.272311143239;738.1914482630547;0.7184532179018959;53.77810715688451;274.4251443287208;373.1591384154205;33.848438611393945
2037.0;315.0;315.0;0.0;0.0;2390.069711378724;727.0697026310274;0.7343418197670012;61.398555313720486;301.866571115538;277.52020417849207;37.48761083169531
2038.0;224.0;224.0;0.0;0.0;1835.5928816834737;715.0801194686524;0.7225637555311821;62.67414647106691;332.04325910629007;181.00224019007305;43.00634202584201
2039.0;132.0;132.0;0.0;0.0;1206.096686186193;702.1510055211452;0.6724209404483676;58.67276903568718;365.23571183960075;107.31180585712836;24.697606738408997
2040.0;40.0;40.0;0.0;0.0;502.67614330774927;688.2087937859039;0.6724209401988811;54.5393281523408;401.74517810329786;5.237401650431667;34.77290744664562
2041.0;0.0;0.0;0.0;0.0;279.8981611333322;175.30879378590396;0.6616648446092055;46.80752354390388;4187.399443812797;1.9688164719041442e-13;1.3021783621024782e-12
2042.0;0.0;0.0;0.0;0.0;243.57567046084108;0.0;0.4212525395986731;35.901238132892466;4211.3720589429095;2.164501844999533e-13;1.4401598270157231e-12
2043.0;0.0;0.0;0.0;0.0;210.0819024528269;0.0;0.3432993311735768;33.15046867684061;4233.242552125287;2.429635626480476e-13;1.5956151216396333e-12
2044.0;0.0;0.0;0.0;0.0;180.40905027613363;0.0;0.32282893008851704;29.35002324660476;4253.858156685224;3.1719530210646553e-13;1.770889604699539e-12
2045.0;0.0;0.0;0.0;0.0;153.5788077944002;0.0;0.3228289298845591;26.507413551848874;4274.1768800525915;5.481564193282603e-13;1.968629462963322e-12
2046.0;0.0;0.0;0.0;0.0;129.87225837611675;0.0;0.32282892980240435;23.383720488481057;4292.703826899125;8.807915488381093e-13;2.1933794324184584e-12
2047.0;0.0;0.0;0.0;0.0;109.61692597977184;0.0;0.3228289223558107;19.932503473989104;4310.309437977786;1.2041543983797087e-12;2.449306723150035e-12
2048.0;0.0;0.0;0.0;0.0;93.17121923815779;0.0;0.034916732627149234;16.410790008986904;4327.353146299287;1.4192898913921393e-12;2.7417757760005146e-12
2049.0;0.0;0.0;0.0;0.0;79.81228066696289;0.0;4.579539181990286e-10;13.358938570736951;4342.886408512767;2.041102712922933e-12;3.078530551628889e-12
2050.0;0.0;0.0;0.0;0.0;67.59652445471148;0.0;4.541879856492835e-10;12.21575621179722;4357.813696756921;3.0890383838513146e-12;3.4677194233915753e-12
2051.0;0.0;0.0;0.0;0.0;56.47690823807331;0.0;4.4079867471782156e-10;11.119616216197377;4371.9811138004;4.334322481468566e-12;3.920714252068113e-12
2052.0;0.0;0.0;0.0;0.0;47.33463887163438;0.0;4.288329953744093e-10;9.142269366010092;4384.88757335976;5.959397129683753e-12;4.452864109181656e-12
2053.0;0.0;0.0;0.0;0.0;38.47713980072279;0.0;4.250677357834232e-10;8.85749907048653;4397.452373315566;9.956980116303687e-12;5.082243169162856e-12
2054.0;0.0;0.0;0.0;0.0;31.124350456692955;0.0;4.232326394407442e-10;7.352789343606601;4409.135581744243;1.4808074626372526e-11;5.835791438940945e-12
2055.0;0.0;0.0;0.0;0.0;23.999140890276212;0.0;4.2399062433792334e-10;7.125209565992752;4419.775096538951;2.538004401410893e-11;6.7501927567375774e-12
2056.0;0.0;0.0;0.0;0.0;17.08615064129321;0.0;4.242510395163855e-10;6.912990248558754;4430.277247533461;6.126810261118829e-11;7.874457598674251e-12
2057.0;0.0;0.0;0.0;0.0;11.438467921649664;0.0;4.203858254683617e-10;5.647682719223158;4439.844642313669;1.2311570127436702e-10;9.286784875941208e-12
2058.0;0.0;0.0;0.0;0.0;8.46917409176252;0.0;4.16117442134079e-10;2.9692938294710274;4448.720659589979;2.073309681226887e-10;1.1101015910046641e-11
