Year;CAP;Supply;Cancellation;MSR;TNAC;Emissions_Ind;Emissions_H2S;Emissions_PS;EUAprice;EUAs_Ind;EUAs_PS
2021.0;1596.0;3174.772426;0.0;0.0;1936.7045140191865;512.9;89.4574660203756;635.7104459604382;80.0;1495.2636579104824;1679.6332778058793
2022.0;1552.0;1552.0;0.0;0.0;2090.30249013747;745.3600208955627;99.93469474947172;553.1073082366823;80.13586201643477;1127.3906202561154;424.6091936223797
2023.0;1509.0;1509.0;0.0;0.0;2338.9695126033266;746.4313930348653;101.8924743283158;412.00911017096223;80.13586201643487;1116.6406200977833;392.3591937807112
2024.0;1412.0;1412.0;0.0;0.0;2619.723056004088;822.2299011755883;67.24008784427096;241.77646757937953;88.14949603842744;1101.130619142063;310.86915312588724
2025.0;1412.0;1412.0;0.0;0.0;2978.4422590063405;817.6988708548807;60.990066223889684;174.5918599189775;96.964509205764;1106.8646993356913;305.1350228757497
2026.0;1295.0;1295.0;0.0;0.0;3279.043388205783;812.8124537817283;35.174972744262895;146.4114442745665;106.66104344533991;1073.2642640620363;221.7353987577159
2027.0;1233.0;1233.0;0.0;0.0;3535.0447489389876;807.5427740560267;26.145321662520246;143.31054354824772;117.32725558234668;1054.6350036319536;178.3645896202463
2028.0;1141.0;1141.0;0.0;0.0;3717.039913322207;801.8597691002258;17.348943124033962;139.7961233925208;129.06011894185102;1020.2236445018917;120.77586820500728
2029.0;1049.0;1049.0;0.0;0.0;3863.44497403321;795.7310180934667;8.65513797033791;98.2087832251927;141.96630515472336;976.8756189265378;72.1238014712218
2030.0;958.0;958.0;0.0;0.0;3937.9939372380686;789.1215569220149;2.6368181897801404;91.69266168334677;156.1631542037581;919.4888916068488;38.51042391331759
2031.0;866.0;866.0;0.0;0.0;3980.3343909445107;781.9936785873691;1.3480730604028186;40.31779464578591;171.779741542828;841.9333984358682;24.065798775458056
2032.0;774.0;774.0;0.0;0.0;3930.867941906558;774.3067179318161;1.3861803270272255;47.773550779109044;188.95805200332748;749.42162413856;24.577440372724958
2033.0;682.0;682.0;0.0;0.0;3792.066858588749;766.0168195075778;0.917619479035434;53.866644331195474;207.85427107450482;656.3659552959772;25.632961065618716
2034.0;591.0;591.0;0.0;0.0;3571.6919955100725;757.0775068052853;0.511828857844261;53.78552741554667;228.6387055649468;563.3594590966253;27.639615502050066
2035.0;499.0;499.0;0.0;0.0;3269.7287625116815;747.4362338819285;0.5086009194295377;53.01839819703283;251.50312674265788;472.18152035087155;26.817391061198943
2036.0;407.0;407.0;0.0;0.0;2885.907307930859;737.0359545993567;0.505372980975819;53.28012700048973;276.65945390373855;372.67472244128703;34.323746115532835
2037.0;315.0;315.0;0.0;0.0;2414.2053689640825;725.8225983872535;0.50817307474133;60.37116750478195;304.326369146097;277.0368731423061;37.96147949981754
2038.0;224.0;224.0;0.0;0.0;1859.761900323984;713.7298251449208;0.5285341739987077;64.18510932117887;334.7598659090004;180.3866768509623;43.611486130373855
2039.0;132.0;132.0;0.0;0.0;1229.657765368057;700.6885095365384;0.5096600136703735;60.905965405718476;368.2369132045612;106.69767032982602;25.300280011159256
2040.0;40.0;40.0;0.0;0.0;525.8248345394383;686.6242419663981;0.502145042493644;56.70654381972699;405.06190345653886;4.3085466755606765;35.68916705889112
2041.0;0.0;0.0;0.0;0.0;303.4237808289778;173.72424196639815;0.5021450424771664;48.174666701585174;4187.399443812329;3.1373217427814614e-13;5.2223802698193985e-12
2042.0;0.0;0.0;0.0;0.0;264.6941458097419;0.0;0.4665381971484614;38.26309682208745;4211.372058942396;3.439842253746586e-13;5.776413977352223e-12
2043.0;0.0;0.0;0.0;0.0;229.36622134489517;0.0;0.3535193013898765;34.97440516345682;4233.242552124722;3.7704023058352357e-13;6.400763008126603e-12
2044.0;0.0;0.0;0.0;0.0;196.96360422215193;0.0;0.2512835461433547;32.15133357659989;4253.858156684584;4.1320736124316177e-13;7.104906359751376e-12
2045.0;0.0;0.0;0.0;0.0;169.4037742875895;0.0;0.24107956326770455;27.31875037129474;4274.176880051884;4.5300553091106956e-13;7.899551010321863e-12
2046.0;0.0;0.0;0.0;0.0;144.1772113839982;0.0;0.24107956326017813;24.985483340331122;4292.703826898336;4.968918607992942e-13;8.803061577306341e-12
2047.0;0.0;0.0;0.0;0.0;122.19017463203883;0.0;0.24107956325373345;21.745957188705653;4310.309437976882;5.444323098690483e-13;9.83232639583718e-12
2048.0;0.0;0.0;0.0;0.0;104.01352185275944;0.0;0.00861984038916944;18.16803293889022;4327.353146298278;5.96124826160946e-13;1.1009093576478662e-11
2049.0;0.0;0.0;0.0;0.0;88.79020695805335;0.0;9.598290995360172e-11;15.223314894610104;4342.886408511603;6.523205294128471e-13;1.2364853169616913e-11
2050.0;0.0;0.0;0.0;0.0;75.83185375459448;0.0;9.472311873672673e-11;12.958353203364148;4357.813696755602;7.130378180720666e-13;1.3932711906542054e-11
2051.0;0.0;0.0;0.0;0.0;63.662182927097746;0.0;9.294960453718696e-11;12.169670827403783;4371.981113798907;7.791970405487988e-13;1.57589924048154e-11
2052.0;0.0;0.0;0.0;0.0;53.58809517719002;0.0;9.135671636881486e-11;10.07408774981637;4384.887573357972;8.518492037400424e-13;1.7906189437503067e-11
2053.0;0.0;0.0;0.0;0.0;44.13021526136545;0.0;9.063768078069154e-11;9.457879915733935;4397.452373313327;9.311902062366436e-13;2.0448656808140702e-11
2054.0;0.0;0.0;0.0;0.0;36.50101412174356;0.0;9.004748025736361e-11;7.629201139531844;4409.135581741521;1.0184771866389134e-12;2.349662314255427e-11
