Year;CAP_SMR;CAP_SMRCCS;CAP_Alkaline_base;CAP_Alkaline_peak;PROD_SMR;PROD_SMRCCS;PROD_Alkaline_base;PROD_Alkaline_peak;IMPORT_Import;CN_CAP_Alkaline_base;CN_CAP_Alkaline_peak;CN_PROD_Alkaline_base;CN_PROD_Alkaline_peak;PriceH2;PremiumH2CN_prod;PremiumH2CN_cap
2021.0;70.0;0.35;0.135;0.135;5.453578080593644e-15;2.9518833746583983e-16;3.274311614454664e-11;1.0206648945993354e-13;9.99999999999268;0.0;0.0;0.0;0.0;1.3894802026635789;0.0;0.0
2022.0;70.0;0.35;0.135;0.135;2.772151825594737e-15;1.3093412473956961e-16;1.8821176374042416e-11;5.891322249091701e-14;11.111111111106904;0.0;0.0;0.0;0.0;1.540853193218869;0.0;0.0
2023.0;65.33333333333333;0.3266666666666667;0.12825000005819126;0.553597437827903;1.2760770288690342e-14;1.0835278176518785e-15;1.0383894913623024e-10;3.154916516188031e-13;12.222222222199122;0.0;0.0;0.0;0.0;1.6922261837709183;0.0;0.0
2024.0;60.66666666666667;0.3033333333333334;0.12150000016988627;0.546847437833027;1.3969419092539712e-14;1.3544588927070877e-15;0.001918551983589402;0.008635022146927414;13.32278121993519;0.0;0.0;0.0;0.0;1.8420887965117942;0.0;0.0
2025.0;56.0;0.2800000000000001;0.11475000028524225;6.143571816106541;1.7481342429102568e-14;3.865447906415719e-15;0.014381555593784089;0.6484530289819401;13.783976172849922;0.0;0.0;0.0;0.0;1.9037036080995113;0.0;0.0
2026.0;51.333333333333336;0.25666666666666677;0.10800000046449384;10.867848367099537;1.6596200148724416e-14;2.748183321375973e-15;0.01473012668993126;1.1151687400882102;14.426426922987163;0.0;0.0;0.0;0.0;1.9906863170299163;0.0;0.0
2027.0;46.66666666666667;0.23333333333333348;0.10125000100613124;13.18276419194886;1.7788762842245077e-14;4.845370344462315e-15;0.015570359147224091;1.4064685567205115;15.241569510030489;0.0;0.0;0.0;0.0;2.102005595850606;0.0;0.0
2028.0;42.00000000000001;0.21000000000000021;0.7912680951404707;13.291647304996324;1.9571866249979687e-14;3.0048792368341086e-14;0.12584711924898095;1.4209604146589998;16.229863821616984;0.0;0.0;0.0;0.0;2.2368985476694614;0.0;0.0
2029.0;37.33333333333334;0.18666666666666695;0.7845180965818516;16.858540786018704;2.116881774537673e-14;0.023580555587481167;0.14226202085111878;1.860411901490583;16.8632060754983;0.0;0.0;0.0;0.0;2.322626964817962;0.0;0.0
2030.0;32.66666666666667;0.16333333333333375;8.757949043709406;35.206150107689524;1.9369167931607093e-14;2.702124725613842e-13;1.5913818459760118;2.1765628476089276;16.23235049176655;8.757949043600936;35.206150107689155;0.0;0.0;2.236935499501711;0.0;89.96299161741462
2031.0;28.000000000000014;0.14000000000000062;8.778495808447671;35.19940010769253;2.1736793078710453e-14;0.017685416690649935;1.7243733594237698;2.376718047010919;17.381967403274906;8.778495808299612;35.199400107692036;0.0;0.0;2.3942831676056993;0.0;73.55829879524907
2032.0;23.33333333333335;0.11666666666666785;8.779903736354335;35.19265010769482;2.5742204719885767e-14;0.030969696969701224;1.742883114858609;2.3570261959181975;18.869648694041135;8.77990373617476;35.192650107694206;0.0;0.0;2.5978715589794135;0.0;65.35144027531699
2033.0;18.66666666666669;0.0933333333333375;8.780321356293321;35.18590010769698;2.93235592278129e-14;0.02477575757577632;1.8244730820500539;2.4886263525018104;20.163605388721;8.78032135607399;35.18590010769622;0.0;0.0;2.775155524751959;0.0;56.47357996953118
2034.0;14.000000000000028;0.07000000000011707;8.794617018168319;35.17915010769952;2.9463463251093646e-14;0.01858181818184619;1.9368683153182185;3.141974312574307;20.903598647421607;8.79461701777801;35.17915010769814;0.0;0.0;2.874746968465703;0.0;33.1798629846594
2035.0;9.333333333333373;0.04666666666682226;8.824784056621201;35.17240010770446;3.219685290399081e-14;0.01238787878792226;1.9466927374836398;3.291020069538287;22.248879278097686;8.824784053527942;35.172400107693626;0.0;0.0;3.0576677243022408;0.0;4.599575118915138
2036.0;4.666666666666728;0.023333333333489793;16.711151430751737;36.23862332645541;3.059696758830637e-14;0.006193939393971279;3.4224389556967503;2.872245580607262;22.69968587100244;11.086283512434772;32.9158055528045;0.0;0.0;3.1189070288620178;0.0;0.3165043431867688
2037.0;9.197770024772042e-13;1.56886420263216e-13;16.704401453036727;67.16139653597331;2.3289660842854495e-14;3.8294629182027224e-14;2.9628296123153537;4.553660591397423;22.98178191973398;13.535766661232463;30.466529596720722;0.0;0.0;3.155287935389066;0.0;0.3827294126982508
2038.0;9.917206148842448e-13;1.5714836122694791e-13;16.697677781088853;80.7304680393469;2.2508601606037218e-14;3.803221102599786e-14;3.152979060596895;5.638608089527653;23.208134168151105;14.409082223550422;29.59339715039966;0.0;0.0;3.185858701156033;0.0;0.45462369348914206
2039.0;1.086648777662957e-12;1.5736955333507857e-13;20.910400277613828;101.74049926668883;2.041999645901606e-14;3.670218240139555e-14;4.066835788590892;7.084410387417652;22.349805229891157;14.617882642425181;29.38478224461484;0.0;0.0;3.0680905433348467;0.0;0.5375557288271154
2040.0;1.2045994677456866e-12;1.575811155174734e-13;22.02831401808483;125.87406120723065;1.9157810897792995e-14;3.5012689112182694e-14;4.410378890631151;8.859463128020504;21.730636346598015;0.0;0.0;0.0;0.0;2.9828139085147916;0.0;0.0
