Year;CAP_SMR;CAP_SMRCCS;CAP_Alkaline_base;CAP_Alkaline_peak;PROD_SMR;PROD_SMRCCS;PROD_Alkaline_base;PROD_Alkaline_peak;IMPORT_Import;CN_CAP_Alkaline_base;CN_CAP_Alkaline_peak;CN_PROD_Alkaline_base;CN_PROD_Alkaline_peak;PriceH2;PremiumH2CN_prod;PremiumH2CN_cap
2021.0;70.0;0.35;0.135;0.135;6.215607742483476e-13;6.812343424531074e-10;8.689306071822198e-13;5.016087880535128e-13;9.999999999793546;0.0;0.0;0.0;0.0;2.750815719241579;0.0;0.0
2022.0;70.0;0.35;0.135;0.135;2.1189625536901003e-13;1.9094007805759573e-10;4.626754678282991e-13;2.702005694500822e-13;11.111111111049501;0.0;0.0;0.0;0.0;2.9097952436254992;0.0;0.0
2023.0;65.33333333333337;3.8266666665836513;0.12825000000760003;1.208249999999686;0.7525017127923149;1.015806058435832;3.408274397739973e-12;1.8566394849183872e-12;10.4542990786046;0.0;0.0;0.0;0.0;2.8158180898032055;0.0;0.0
2024.0;60.66666666666677;7.303333333086868;0.6611512744753654;2.2814999999976475;0.03378543922859315;1.9387030281554396;0.013919923555093947;0.04131404384927413;11.30613223932643;0.0;0.0;0.0;0.0;2.937700043321758;0.0;0.0
2025.0;56.00000000000015;14.337141199819731;0.6544012776555999;11.994749999992543;8.881216578770999e-11;3.805859298238436;0.0892538377830597;1.117164053691425;9.433162285487722;0.0;0.0;0.0;0.0;2.669713836164487;0.0;0.0
2026.0;51.333333333333535;14.313807867564334;0.6476512776736251;18.21567324991222;4.779742031836871e-12;3.7996653578154875;0.11357794388300471;1.8297636399383972;9.811303726593454;0.0;0.0;0.0;0.0;2.723813760255788;0.0;0.0
2027.0;46.666666666666934;16.871723802777282;0.6409012776911229;18.20892324993473;5.0961198769388466e-12;4.478675770144605;0.11273617050620212;1.8187408968550816;10.257392619395143;0.0;0.0;0.0;0.0;2.787651348129007;0.0;0.0
2028.0;42.00000000000035;18.75044729417118;0.6341512879381723;21.01723395637636;4.103594140292222e-12;4.9773914602935045;0.1255770252219687;2.5052505408696035;10.168979501335384;0.0;0.0;0.0;0.0;2.7749884204867876;0.0;0.0
2029.0;37.33333333333378;22.88348117580592;1.113811973252638;21.010483956527157;3.491322310704585e-12;6.074524090378341;0.22056123978644152;2.508888071710807;10.087210993750631;0.0;0.0;0.0;0.0;2.763307616677075;0.0;0.0
2030.0;32.66666666666722;26.910824845845504;2.1954273628148884;21.003733956631045;3.082190574895391e-12;7.143600773372361;0.438530853949064;2.4356998720524508;9.98205476910575;0.0;0.0;0.0;0.0;2.7482456749724813;0.0;0.0
2031.0;28.000000000000696;29.895127079197962;5.029206328563961;20.996983956771132;2.903958959007588e-12;7.935797366077938;1.0182273550423209;2.272626947145855;10.269992145903952;0.0;0.0;0.0;0.0;2.789425938466027;0.0;0.0
2032.0;23.333333333334206;29.87179379510948;8.495017438099206;20.990233957103115;3.2662166868419628e-12;7.929603440431782;1.7034789771964345;1.9354438319512657;11.432025147941081;0.0;0.0;0.0;0.0;2.9557151816792198;0.0;0.0
2033.0;18.666666666667773;29.848460462898704;11.522118139092026;20.98348395724238;3.5554590189791104e-12;7.923409501696388;2.286644190199713;1.7534965587394273;12.538088288160392;0.0;0.0;0.0;0.0;3.1139807252845233;0.0;0.0
2034.0;14.000000000001434;29.825127129967107;15.743777158967596;20.976733957394575;3.306564512631442e-12;7.917215562278712;3.234933868480572;1.875104059720698;12.96992799461847;0.0;0.0;0.0;0.0;3.1757359475055615;0.0;0.0
2035.0;9.333333333335291;29.801793796875188;19.6896251196681;26.756229276744943;2.995183628824784e-12;7.911021622666818;4.147584591077854;2.2590949985686692;13.183938478368766;0.0;0.0;0.0;0.0;3.206393976389726;0.0;0.0
2036.0;4.666666666669738;29.778460463715973;20.637801072937794;44.87652783411351;2.7377189115575193e-12;7.904827682970487;4.2992123092423835;3.434535781131921;13.359861270695887;0.0;0.0;0.0;0.0;3.23153132337942;0.0;0.0
2037.0;5.468504744407601e-11;29.75512713051999;20.631051073606084;71.20094308560155;2.2027274794462133e-12;7.898633743576368;3.770279983930531;4.738608905146851;14.094156589171359;0.0;0.0;0.0;0.0;3.3366359224973134;0.0;0.0
2038.0;5.860392988523085e-11;29.75512713063136;20.624301075347812;100.64081058695905;1.9777410611344502e-12;7.898633742425442;3.8002871846319546;6.865160892582296;13.436536565941037;0.0;0.0;0.0;0.0;3.242534105309386;0.0;0.0
2039.0;6.376302977489833e-11;29.755127130737062;25.26860274036203;122.52212370784922;1.790287708966341e-12;7.898633740167732;4.744968499462424;8.339208748977699;12.52111243682776;0.0;0.0;0.0;0.0;3.11160344320258;0.0;0.0
2040.0;7.020618822955935e-11;29.75512713084326;29.2547826531697;125.59582308325732;1.6789173511548865e-12;7.898633737321115;6.191263937666902;9.029618860828386;11.878087781676143;0.0;0.0;0.0;0.0;3.0195153255493534;0.0;0.0
2041.0;7.798353562401004e-11;29.755127130953827;33.44782408480867;162.39767885850665;1.5251580661536283e-12;7.898633623923287;6.959274879388754;11.459920186057598;10.185261923684527;0.0;0.0;0.0;0.0;2.777350242983785;0.0;0.0
2042.0;8.729221518784324e-11;29.75512713107849;33.44107408514874;172.84785367627455;1.488930335942771e-12;7.733577094205055;7.457865549025537;12.960993874339978;9.856085721304227;0.0;0.0;0.0;0.0;2.7304281284826506;0.0;0.0
