Year;CAP_SMR;CAP_SMRCCS;CAP_Alkaline_base;CAP_Alkaline_peak;PROD_SMR;PROD_SMRCCS;PROD_Alkaline_base;PROD_Alkaline_peak;IMPORT_Import;CN_CAP_Alkaline_base;CN_CAP_Alkaline_peak;CN_PROD_Alkaline_base;CN_PROD_Alkaline_peak;H2CfD_Alkaline_base;H2CfD_Alkaline_peak;H2FP_Alkaline_base;H2FP_Alkaline_peak;PriceH2;PremiumH2CN_prod;PremiumH2CN_cap;PremiumFP;StrikeH2CfD;RefH2CfD
2021.0;70.0;0.35;0.135;0.135;3.15094823220327;0.09290909079699909;4.946111222135375e-12;6.594319239682712e-12;6.756593109315645;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.268088207132661;0.0;0.0;0.0;0.0;4.268088207126757
2022.0;70.0;0.35;0.135;0.135;1.5484446354939734e-12;1.0656448423475872e-11;2.229850029287736e-12;3.1451406575576343e-12;11.111111090678381;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.892004980931662;0.0;0.0;0.0;0.0;4.8920049809247645
2023.0;65.33333333333353;3.82666666666568;0.2050486519898232;1.1673815706926967;11.206867797028021;1.0158060605398356;1.504670773342177e-11;1.9046158125109808e-11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8380880325539057;0.0;0.0;0.0;0.0;2.8380880325551217
2024.0;60.66666666666707;7.303333333328461;1.5482986519632036;2.510631570655997;11.29578569287095;1.9387030302383643;0.040747480399862424;0.058573992794517735;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.965697125312729;0.0;0.0;0.0;0.0;2.96569713025919
2025.0;56.0000000000006;45.7799999999675;3.6595351716613242;14.245197276695624;0.695814924920568;12.152509090843692;0.48148886915877226;1.1151440709541443;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.753188756226171;0.0;0.0;0.0;0.0;2.7531887855090087
2026.0;51.33333333333416;47.91360102401686;7.091369359069032;14.238447276832222;0.4831484451365053;12.718883180804605;1.1429804762656106;1.2107186479338081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8171482107646235;0.0;0.0;0.0;0.0;2.8066583428258323
2027.0;46.666666666667766;50.42415211302844;9.443149805717663;14.231697276953051;0.4150513708313099;13.385320378863671;1.646973184621924;1.2189551999080488;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.7949046023595705;0.0;0.0;0.0;0.0;2.7795415163075234
2028.0;42.00000000000142;54.150584217978285;10.349336306690205;14.224947277097986;0.2784557835246909;14.37451871952313;1.8790217633839934;1.2461613185718634;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8675931544559026;0.0;0.0;0.0;0.0;2.8515070676360295
2029.0;37.33333333333514;54.12725088468392;16.659862831901183;15.147846251548486;0.3506824295565786;14.368324780220814;2.9855501968198297;1.1839915223714226;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0588355119811164;0.0;0.0;0.0;0.0;3.047444050628692
2030.0;32.666666666668924;54.10391755136037;31.87627929350413;15.141096254692219;6.967259635585247e-12;13.200750805622826;5.812980231404733;0.9862218309666924;0.0;0.0;0.0;0.0;0.0;5.812980231403852;0.9862218309650788;0.0;0.0;2.3253599933041014;0.0;0.0;0.0;3.2511885463772514;2.3253596653415753
2031.0;28.000000000002828;55.72532392970881;32.06697346506097;15.658585584975677;1.4331694543610892e-11;14.70075262423424;5.812980231405666;0.9862218309735443;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.7693154594120046;0.0;0.0;0.0;0.0;2.7496354178381375
2032.0;23.333333333336874;61.030241474652094;32.0602234650947;16.67673451118202;1.2348181149073645e-11;16.200755009150008;5.812980231406755;0.9862218309681756;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.7871336029963927;0.0;0.0;0.0;0.0;2.805262825796456
2033.0;18.666666666671155;62.983623974094556;32.81380572564991;16.669984511465536;1.5804884829632526e-11;16.719289273032476;6.430726035161866;1.1510519231315717;0.19827896763554087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.1865466719909854;0.0;0.0;0.0;0.0;3.1945043611308748
2034.0;14.000000000005821;62.960290640777245;41.545836108112056;16.66323451363635;1.2636565413823315e-11;16.713095333609033;7.991787615297125;1.0331222960576454;0.2642422818760535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.1083397431235125;0.0;0.0;0.0;0.0;3.1208340988386842
2035.0;9.33333333334129;62.93695730745364;49.95904321209473;18.520484129446096;1.2695574720371626e-11;16.70690139424324;9.413698579057877;0.9862219834014191;0.3922671259356023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.301123004637477;0.0;0.0;0.0;0.0;3.306502095369419
2036.0;4.666666666679157;62.913623974126374;50.363605504730096;47.0329587319629;1.2159027411633915e-11;16.700707454851248;8.96299056836382;2.5759070424407122;0.759309405676687;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.408781845301015;0.0;0.0;0.0;0.0;3.408669574611559
2037.0;2.2145920262439674e-10;62.890290640797275;61.418264377861874;73.34107728619658;8.766944857705213e-12;16.69451351544067;9.220283199161278;4.009039270594912;0.5746056192758578;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.382311149620301;0.0;0.0;0.0;0.0;3.378739738346844
2038.0;2.374391718822526e-10;62.89029064080067;71.26971668128435;86.562117590952;8.090478482151731e-12;16.694513515400104;9.533687739386785;4.831948534707551;0.9355947123020761;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.322672002388621;0.0;0.0;0.0;0.0;3.3108137111746268
2039.0;2.582612707949611e-10;62.89029064080381;75.90506446333752;89.21474357101604;7.161946411881939e-12;16.6945135152189;11.261503629305965;4.978288885001073;0.5666545586375051;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.133299862109303;0.0;0.0;0.0;0.0;3.117027792336015
2040.0;2.8423597453178584e-10;62.89029064080695;75.89831446442652;95.6446787149199;6.638131594926335e-12;16.694513510954465;12.58173833243859;5.476029588794241;0.2506904955422101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.003844425461137;0.0;0.0;0.0;0.0;2.9854164772466034
2041.0;3.1565046150868425e-10;62.89029064081023;75.89156446619174;102.0649552670572;5.901230818838991e-12;16.694513512975757;13.851273721679245;5.95938635409827;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.707042883983775;0.0;0.0;0.0;0.0;2.709116671158195
2042.0;3.5344847690267943e-10;62.89029064081399;75.88481446778866;117.97529282993492;5.799211237215954e-12;15.649045682884871;15.150054993705101;7.1940182416099345;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6751517093527677;0.0;0.0;0.0;0.0;2.67515729026513
2043.0;3.9803179682484563e-10;62.89029064081842;75.80801581624429;121.4806426359556;6.083030169001876e-12;16.598375523617538;15.025763190381566;7.8781195610930155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.898277398063865;0.0;0.0;0.0;0.0;2.9070114674364853
