Hour;EOM_price;PROD_SMR;PROD_SMRCCS;PROD_Alkaline_base;PROD_Alkaline_peak;PROD_Import;PROD_CCGT_new;PROD_WindOffshore;PROD_SPP_coal;PROD_WindOnshore;PROD_Nuclear;PROD_Solar;PROD_OCGT
22.0;69.1121279851692;-3.9502679125546496e-13;-0.005803218753040842;-0.0358291843593085;-9.54190869559695e-13;-0.051183749388422024;0.0;0.0021460949967296934;6.390839836631361e-15;0.36236024989325555;0.007847999999929151;0.00013926663657103176;0.0
23.0;64.29057524500055;-3.9502679125546496e-13;-0.005803218753040842;-0.035829184429013415;-0.005419142832908876;-0.05118374938842201;0.0;0.0019970550008650396;6.314743203690738e-15;0.3550569380574798;0.007847999999922717;0.00011315377676231238;0.0
24.0;64.29057771822548;-3.9502679125546496e-13;-0.005803218753040765;-0.035829184429013415;-0.009101875345072511;-0.05118374938842202;0.0;0.0018694799988486163;6.314743241795976e-15;0.3565301379848321;0.007847999999922717;0.00011315377676231238;0.0
25.0;57.66831408016829;-3.786275758564322e-13;-0.005803218753023268;-0.035829184428590906;-0.01713000786370602;-0.042331442512226126;0.0;0.0008099999964915252;6.6810103557700434e-15;0.3263373698868327;0.00784799999990266;0.0011228373794738976;0.0
26.0;57.6682873326472;-3.786275758564322e-13;-0.005803218753023233;-0.03582918442859094;-0.009170647137783794;-0.04233144251222613;0.0;0.0007383150008652879;6.6810099394784755e-15;0.31026538100703155;0.00784799999990266;0.0010532040611656369;0.0
27.0;57.66839104810049;-3.786275758564322e-13;-0.005803218753023233;-0.035829184428590816;-0.0011345540680253367;-0.04233144251222614;0.0;0.0005981849968148249;6.68101309861856e-15;0.29605840265327155;0.00784799999990266;0.00034816659148125933;0.0
28.0;62.106725554669616;-3.786275758564322e-13;-0.005803218753023233;-0.028331768604327158;-1.1488361279284358e-12;-0.0423314425122261;0.0;0.0004661550020756166;6.7516359916130124e-15;0.28233726588195707;0.007847999999911086;0.00016537949636607376;0.0
29.0;62.10671454293992;-3.786275758564322e-13;-0.005803218753023233;-0.022818369086413583;-1.1488390237046691e-12;-0.04233144251222611;0.0;0.0003280499987631631;6.751635816772557e-15;0.2757783901644148;0.007847999999911084;0.00016537949636607376;0.0
30.0;62.10671090274103;-3.786275758564322e-13;-0.005803218753023233;-0.020575367038716125;-1.1488399822598126e-12;-0.0423314425122261;0.0;0.0002855249959730246;6.751635758898187e-15;0.27410144878316234;0.007847999999911084;0.00040039133659027355;0.0
31.0;62.106683075506275;-3.786275758564322e-13;-0.005803218753023233;-0.015086315325651994;-1.1488473195047968e-12;-0.04233144251222611;0.0;0.000258795001480938;6.751635315896925e-15;0.2650428340205806;0.007847999999911086;0.003995211028814535;0.0
32.0;57.668012031176126;-3.786275758564322e-13;-0.005803218753023233;-0.03582918442859107;-0.0019968357336339945;-0.04233144251222612;0.0;0.00025636499677770435;6.681005636358105e-15;0.2560155638762188;0.00784799999990266;0.05372209971498087;0.0
33.0;57.66749303772859;-3.786275758564322e-13;-0.005803218753023233;-0.03582918442859133;-0.06884909651032592;-0.042331442512226126;0.0;0.0002928149973538212;6.680997513514768e-15;0.23633110056903633;0.007847999999902659;0.19200515292000872;0.0
34.0;57.66691568095728;-3.786275758564322e-13;-0.005803218753023233;-0.03582918442859162;-0.1367990239577117;-0.042331442512226106;0.0;0.00036085500181804207;6.680988477728183e-15;0.2055741279075878;0.007847999999902657;0.3418038145566932;0.0
35.0;19.7500634687047;-3.786275758564322e-13;-0.005803218753023233;-0.03582918443056272;-0.19235016564351595;-0.0423314425122261;0.0;0.00043254000365799467;0.0;0.18929839900928544;0.007847999999518391;0.4523379938265344;0.0
36.0;0.0007065573347872306;-3.786275758564322e-13;-0.005803218753023233;-0.03582918443062574;-0.1923501656436633;-0.0423314425122261;0.0;0.00030917588519131854;0.0;0.14844992059659765;0.0;0.5091819220835133;0.0
37.0;0.0007064798421052717;-3.786275758564322e-13;-0.005803218753023233;-0.03582918443062574;-0.19235016564366225;-0.04233144251222611;0.0;0.0003087943807830031;0.0;0.1364830222534061;0.0;0.5173276148063379;0.0
38.0;0.0007049101372536363;-3.786275758564322e-13;-0.005803218753023233;-0.035829184430625736;-0.19235016564329382;-0.04233144251222609;0.0;0.00031771531893053204;0.0;0.14281335454954724;0.0;0.5062975607854735;0.0
39.0;57.66654870320209;-3.786275758564322e-13;-0.005803218753023233;-0.03582918442859179;-0.18341961832534612;-0.04233144251222611;0.0;0.0005179950006305579;6.680982734807061e-15;0.1836798647093767;0.007847999999902657;0.43589582739380417;0.0
40.0;57.66692331331719;-3.786275758564322e-13;-0.005803218753023233;-0.03582918442859162;-0.12000206503743563;-0.042331442512226106;0.0;0.0005912999993888002;6.680988600749489e-15;0.18338208940081033;0.007847999999902659;0.3290086935356825;0.0
41.0;57.6674174589521;-3.786275758564322e-13;-0.005803218753023233;-0.035829184428591364;-0.034057110341504486;-0.04233144251222612;0.0;0.0007703100023593927;6.680996338061229e-15;0.18565457852828327;0.007847999999902659;0.18928945350598653;0.0
42.0;175.72951152290864;-3.786275758564322e-13;-0.005803218753023233;-7.216637435753311e-14;-3.579836969150963e-14;-0.042331442512226106;2.2105631823999425e-15;0.001465694996596854;9.176673179054643e-15;0.21220352901614997;0.007847999999973118;0.061329539009319284;3.1200602272551557e-15
43.0;792.1104458370356;-3.786275758564322e-13;-0.005803218753023233;-1.0382718463491734e-14;-5.3548515619348434e-15;-0.042331442512226126;0.015300000000000554;0.002195910000955966;3.129972470477924e-14;0.24232577315860787;0.007847999999995539;0.01255140391967435;0.005292645647631877
44.0;268.59057132172404;-3.786275758564322e-13;-0.005803218753023233;-3.8293631737990626e-14;-1.9378208814670095e-14;-0.042331442512226126;0.0008153303685620611;0.0029277450020640137;1.2551598917944055e-14;0.2741327934014058;0.007847999999983334;0.004160589550773336;1.0284648685249419e-14
45.0;62.10673554195953;-3.786275758564322e-13;-0.005803218753023233;-0.015256402852899729;-1.1488335198090168e-12;-0.042331442512226126;0.0;0.0030719250011842607;6.751636149085098e-15;0.29477327043525425;0.007847999999911084;0.003272765960432509;0.0
46.0;62.10675900959606;-3.786275758564322e-13;-0.005803218753023233;-0.0244041250227773;-1.1488273428328037e-12;-0.04233144251222613;0.0;0.003067469995748246;6.751636522040157e-15;0.30645700271576387;0.007847999999911084;0.002176040466197982;0.0
47.0;62.10677504072275;-3.786275758564322e-13;-0.005803218753023233;-0.03423386212378174;-1.148823120223661e-12;-0.04233144251222614;0.0;0.002700135000391026;6.751636776997578e-15;0.3144028792250918;0.007847999999911086;0.0014013706527112324;0.0
48.0;57.66829773968502;-3.786275758564322e-13;-0.005803218753023163;-0.03582918442859093;-0.0035304720528809624;-0.04233144251222612;0.0;0.0028896750046524273;6.681010101622031e-15;0.3155312883519985;0.00784799999990266;0.0006092922660166544;0.0
