Hour;EOM_price;PROD_SMR;PROD_SMRCCS;PROD_Alkaline_base;PROD_Alkaline_peak;PROD_Import;PROD_CCGT_new;PROD_WindOffshore;PROD_SPP_coal;PROD_WindOnshore;PROD_Nuclear;PROD_Solar;PROD_OCGT
1.0;69.24011621925534;-3.9502679125546496e-13;-0.005803218753040842;-0.010481165495910917;-9.293925669953985e-13;-0.05118374938842206;0.0;0.0021837599964779197;6.392851626386087e-15;0.2948359582362475;0.007847999999929306;0.00013056234996934585;0.0
2.0;69.24012103418212;-3.9502679125546496e-13;-0.005803218753040842;-0.014770860283771186;-9.293916550410516e-13;-0.05118374938842203;0.0;0.0020517300017334813;6.3928517023340306e-15;0.29770399798085306;0.007847999999929306;0.00013056234996934585;0.0
3.0;69.24013676290622;-3.9502679125546496e-13;-0.005803218753040842;-0.02186110320598657;-9.293886762013057e-13;-0.05118374938842204;0.0;0.001966679996153199;6.392851950415513e-15;0.3070525504619896;0.007847999999929306;0.00012185806336757708;0.0
4.0;69.24012856441838;-3.9502679125546496e-13;-0.005803218753040842;-0.02032229733696655;-9.293902288361693e-13;-0.05118374938842205;0.0;0.0019561500012111642;6.392851821110381e-15;0.3021706146902437;0.007847999999929306;0.00012185806336757708;0.0
5.0;69.24013528907075;-3.9502679125546496e-13;-0.005803218753040842;-0.0214604524265083;-9.293889553200135e-13;-0.051183749388422024;0.0;0.0021145049991956907;6.392851927170445e-15;0.3061748997163139;0.007847999999929306;0.00012185806336757708;0.0
6.0;69.2401435112937;-3.9502679125546496e-13;-0.005803218753040842;-0.01818635377404025;-9.293873983351363e-13;-0.051183749388422;0.0;0.002181329998133911;6.3928520568382764e-15;0.31108817867082594;0.007847999999929306;0.00013056234996934588;0.0
7.0;69.24014126674321;-3.9502679125546496e-13;-0.005803218753040842;-0.009641256483356501;-9.293878307905114e-13;-0.05118374938842206;0.0;0.0021392099993037717;6.3928520208228e-15;0.3134782115520878;0.007847999999929306;0.0019149157661788232;0.0
8.0;69.2400713295944;-3.9502679125546496e-13;-0.005803218753040842;-0.01675081059283549;-9.294011513686757e-13;-0.05118374938842201;0.0;0.0020063699966393306;6.392850911478279e-15;0.31143297090672545;0.007847999999929306;0.020863880683615773;0.0
9.0;64.29017370558547;-3.9502679125546496e-13;-0.005803218753040842;-0.035829184429013596;-0.01872454394189831;-0.05118374938842204;0.0;0.0020493000033852127;6.314736985863738e-15;0.313783821579752;0.007847999999922717;0.09477964173354296;0.0
10.0;64.28976794763746;-3.9502679125546496e-13;-0.005803218753040842;-0.03582918442901374;-0.07039620169048978;-0.051183749388422024;0.0;0.0022076550013697387;6.314730698946155e-15;0.29620728958983233;0.007847999999922717;0.20198882932340056;0.0
11.0;64.28941017122202;-3.9502679125546496e-13;-0.005803218753040842;-0.03582918442901385;-0.1252348707022325;-0.051183749388422024;0.0;0.001990169997085015;6.314725154381974e-15;0.2877207155452605;0.007847999999922715;0.2998758575210588;0.0
12.0;64.28919507225967;-3.9502679125546496e-13;-0.005803218753040842;-0.03582918442901396;-0.16867508984191407;-0.05118374938842204;0.0;0.0019925999954290233;6.314721819759239e-15;0.2901264193001776;0.007847999999922715;0.3623195296233301;0.0
13.0;47.58995416512423;-3.9502679125546496e-13;-0.005803218753040842;-0.03582918443040823;-0.19235016564331872;-0.05118374938842202;0.0;0.0020877749983244168;6.063996401170974e-15;0.30529724753517173;0.007847999999887664;0.38433236054631326;0.0
14.0;10.001575681371232;-3.9502679125546496e-13;-0.005803218753040842;-0.03582918443065287;-0.192350165643498;-0.051183749388422024;0.0;0.0019379250005954593;0.0;0.3219726217510814;0.001079458188156038;0.3741746013341665;0.0
15.0;64.28939783196132;-3.9502679125546496e-13;-0.005803218753040842;-0.03582918442901387;-0.17430426258076834;-0.05118374938842202;0.0;0.0018063000037804055;6.314724956203555e-15;0.3318461965875708;0.007847999999922715;0.32450864167996796;0.0
16.0;64.2896865377914;-3.9502679125546496e-13;-0.005803218753040842;-0.03582918442901376;-0.12779231684619746;-0.05118374938842202;0.0;0.0016698149972459526;6.31472943097925e-15;0.33474558095039847;0.007847999999922715;0.24362954879921112;0.0
17.0;64.29006124437394;-3.9502679125546496e-13;-0.005803218753040842;-0.03582918442901363;-0.06293381765035316;-0.05118374938842205;0.0;0.0017504100037442202;6.314735239321958e-15;0.3347064001776208;0.007847999999922717;0.13683816209370897;0.0
18.0;64.28877064153811;-3.9502679125546496e-13;-0.005803218753040842;-0.035829184429013845;-0.0011052431151300835;-0.05118374938842201;0.0;0.0017896950002703501;6.31472644742683e-15;0.32685455608750325;0.007847999999922717;0.04348600289818354;0.0
19.0;69.2401477488705;-3.9502679125546496e-13;-0.005803218753040842;-0.009953245646548908;-9.293866247440143e-13;-0.051183749388422024;0.0;0.0018565199992128328;6.392852121265468e-15;0.328523659878746;0.007847999999929306;0.007267976989313144;0.0
20.0;69.24019630393664;-3.9502679125546496e-13;-0.005803218753040842;-0.013487728645776208;-9.29377402727214e-13;-0.051183749388422024;0.0;0.0020545649976834906;6.392852889300243e-15;0.34346723963163805;0.007847999999929306;0.0005831784317200972;0.0
21.0;69.2402158134835;-3.9502679125546496e-13;-0.005803218753040842;-0.024930724861256692;-9.293737071857186e-13;-0.051183749388422024;0.0;0.002120984999015712;6.392853197079286e-15;0.35470431110248246;0.007847999999929306;0.00040039133660062074;0.0
