id;SCN_CT;SCN_QT;SCN_H_2000;SCN_H_3000;SCN_FP;SCN_HPA;SCN_CG;SCB_H_4000;CN_CAP_CT;CN_CAP_QT;CN_CAP_H_2000;CN_CAP_H_3000;CN_CAP_FP;CN_CAP_HPA;CN_CAP_CG;CN_CAP_H_4000;CN_PROD_CT;CN_PROD_QT;CN_PROD_H_2000;CN_PROD_H_3000;CN_PROD_FP;CN_PROD_HPA;CN_PROD_CG;CN_PROD_H_4000;H2_COST_CT;H2_COST_QT;H2_COST_H_2000;H2_COST_H_3000;H2_COST_FP;H2_COST_HPA;H2_COST_CG;H2_COST_H_4000;RES_COST_CT;RES_COST_QT;RES_COST_H_2000;RES_COST_H_3000;RES_COST_FP;RES_COST_HPA;RES_COST_CG;RES_COST_H_4000;TOT_COST_CT;TOT_COST_QT;TOT_COST_H_2000;TOT_COST_H_3000;TOT_COST_FP;TOT_COST_HPA;TOT_COST_CG;TOT_COST_H_4000;ETS_COST_CT;ETS_COST_QT;ETS_COST_H_2000;ETS_COST_H_3000;ETS_COST_FP;ETS_COST_HPA;ETS_COST_CG;EST_COST_H_4000;NET_COST_CT;NET_COST_QT;NET_COST_H_2000;NET_COST_H_3000;NET_COST_FP;NET_COST_HPA;NET_COST_CG;NET_COST_H_4000;PS_COST_CT;PS_COST_QT;PS_COST_H_2000;PS_COST_H_3000;PS_COST_FP;PS_COST_HPA;PS_COST_CG;PS_COST_H_4000;H2S_COST_CT;H2S_COST_QT;H2S_COST_H_2000;H2S_COST_H_3000;H2S_COST_FP;H2S_COST_HPA;H2S_COST_CG;H2S_COST_H_4000;INDS_COST_CT;INDS_COST_QT;INDS_COST_H_2000;INDS_COST_H_3000;INDS_COST_FP;INDS_COST_HPA;INDS_COST_CG;INDS_COST_H_4000
30;31;81;131;281;181;231;331;381;76.54168977;25.60771982;39.70038646;30.80269294;25.58887406;25.60854539;;;1.963931823;3.342664202;3.341562;3.342736928;3.342725044;3.342684524;;;57501.30767;38778.77013;39234.28503;34771.99842;45180.49253;29472.14887;;;-215.2158073;-294.6617261;-384.5197466;-403.5046309;-303.9553377;-240.0785385;;;25742.36;8744.19;12608.12;11060.13;8141.09;8199.64;;;-2115.125593;-8227.610601;-7618.124619;-9508.913323;-2149.71961;-2317.090936;;;59401.21746;46711.71901;46467.8899;43877.40711;47026.2568;31549.16127;;;106352.56;103037.03;105317.36;106477.49;102864.33;102943.71;;;9070.66;-4251.37;-2359.48;-4690.88;-4137.83;-4169.99;;;-15739.27;-16099.88;-16408.16;-16784.9;-16643.82;-16632.49;;
31;32;82;132;282;182;232;332;382;81.53909283;29.93658801;43.47655122;34.28364955;29.78816124;29.81214626;;;2.005808872;3.742893891;3.742064322;3.7415749;3.743060157;3.742877964;;;61189.53677;45569.23392;45901.40759;43172.73763;53810.79487;35385.01685;;;-78.05037142;-378.1935576;-271.4638353;-343.0352232;-317.9694787;-273.2836386;;;26885.59;11045.75;14867.92;13496.15;10600.27;10504.37;;;-1706.54458;-8673.489482;-7715.482573;-9210.169975;-2820.268692;-2906.291753;;;62818.03098;53864.52984;53345.42633;52039.87238;56313.09409;38018.02496;;;106051.69;105196.26;107217.53;108687.42;105280.21;105164.28;;;10432.89;-3907.39;-1879.14;-4349.99;-3856.42;-3854.4;;;-15657.39;-16301.54;-16528.88;-16899.7;-16881.92;-16863.9;;
32;33;83;133;283;183;233;333;383;86.53973438;34.19450369;47.25508185;37.77020873;34.07026893;34.00710917;;;2.042474497;4.142912732;4.142817571;4.141215112;4.143201435;4.142760333;;;64762.87782;52385.4267;52229.42029;53201.14987;61857.50156;44122.74534;;;-91.62107272;-62.97980118;-300.5068313;-302.8680972;-243.3419096;-180.9244455;;;29562.4;13168.05;17095.04;15201.01;14581.83;14377.72;;;-2240.9227;-9460.795344;-8863.551919;-8167.567608;-4235.455397;-4247.416726;;;66912.17944;61783.24224;60792.46537;61065.84938;65849.61505;48189.23762;;;107313.65;107053.77;109148.14;109626.61;109016.89;108804.18;;;11766.08;-3355.17;-1405.82;-3577.16;-3330.87;-3321.53;;;-15575.75;-16588.96;-16705.71;-16906.86;-17162.61;-17163.35;;
33;34;84;134;284;184;234;334;384;91.54153457;38.97131951;51.00224608;41.2560588;39.01439838;38.95261287;;;2.078185723;4.542928938;4.540244071;4.540569112;4.542822179;4.542716031;;;68732.556;63679.54059;63406.13036;61884.25639;74626.03223;54302.34413;;;31.66951512;-115.7208655;-182.5449533;-331.3221432;-349.805579;-370.6625286;;;32260.59;16395.01;19680.85;18470.49;18007.55;18084.25;;;-1906.996283;-10109.36528;-8821.357793;-9599.089901;-4308.97069;-4385.109699;;;70671.2218;73673.18501;72044.9432;71152.02415;78585.19734;58316.7913;;;108522.03;109935.96;110853.94;112575.87;112068.52;112132.56;;;13186.22;-2826.2;-438.12;-2827.05;-2815.07;-2793.82;;;-15506.07;-16773.16;-16793.37;-17336.75;-17304.31;-17312.92;;
34;35;85;135;285;185;235;335;385;96.53208291;42.8201338;54.79553551;45.69163074;42.79351614;42.70986895;;;2.1277464;4.942924427;4.942562641;4.937813968;4.94286976;4.941746885;;;72651.87994;74192.74831;73822.63721;74324.21913;86729.37506;67964.39975;;;40.86708619;-232.6970903;-333.4276718;-354.7868134;-314.2443263;-313.9267687;;;34708.95;19345.6;22714.59;19682.56;20030.29;20086.36;;;-2006.844016;-10386.18934;-9861.350084;-10704.98345;-4560.196279;-4566.133183;;;74699.59105;84346.24056;83350.55962;84674.41577;90975.32701;72216.60617;;;109575.38;112001.34;113223.21;112795.63;113213;113305.55;;;14574.75;-1754.35;581.4;-1548.4;-1715.95;-1758.38;;;-15499.6;-16959.8;-17148.44;-17623.1;-17525.17;-17519.23;;
35;36;86;136;286;186;236;336;386;101.5337472;45.81445887;58.5696614;49.15478706;45.84878134;45.76432883;;;2.155656717;5.342909611;5.342848736;5.342891093;5.342902708;5.342039671;;;76301.99135;84704.31768;83287.28758;87717.44711;98682.05611;76770.49694;;;54.69443554;-247.4699122;-489.6403126;-288.3155212;-366.2028078;-429.35827;;;37620.47;20984.71;23628.35;22273.93;21902.74;22017.47;;;-1845.172357;-10457.6699;-11830.22845;-11536.83244;-4319.197027;-4425.193188;;;78201.85815;94914.51767;94627.87572;98965.96402;102635.0503;80766.33185;;;110948.57;112792.57;113392.05;114307.89;114224.88;114413.29;;;16074.33;-787.44;1810.03;-356.18;-741.97;-817.55;;;-15460.84;-17078.84;-17632.16;-17736.2;-17638.59;-17636.69;;
36;37;87;137;287;187;237;337;387;106.5332369;50.33229982;62.38685408;52.89087547;50.37451371;50.37059291;;;2.196809036;5.74290346;5.742894271;5.741974867;5.74286946;5.742529233;;;80577.18392;97702.04922;97954.15814;98012.43965;113257.8295;87678.00015;;;106.1216238;-394.0858621;-543.9713826;-416.307569;-304.1614378;-311.3245672;;;41003.59;23901.5;25345.75;23519.71;24384.58;24444.87;;;-1803.117796;-9939.285753;-11544.30797;-11127.38128;-3871.65752;-3733.347575;;;82486.42334;107247.2491;108954.4947;108723.5134;116825.3256;91100.02316;;;112817.34;114696.51;114108.79;114737.26;115719.71;115710.93;;;17591.06;302.54;2948.78;562.7;324.91;355.71;;;-15463.22;-17155.97;-17770.23;-17838.66;-17718.45;-17680.19;;
37;38;88;138;288;188;238;338;388;111.5382542;56.279822;66.16362706;58.15704677;56.26275796;56.2741095;;;2.216832379;6.142924003;6.142828903;6.142442526;6.142729777;6.143947005;;;85514.66597;111937.4697;109360.0099;109407.2947;129241.0584;106270.164;;;-137.7544506;-421.7892894;-536.5508417;-201.7007125;-512.6611881;-551.359112;;;44799.4;27517.44;28617.2;27920.4;28111.93;28306.98;;;-1823.442967;-8973.441733;-12361.37612;-10107.56899;-3244.95988;-3204.098011;;;87200.35449;120489.1221;121184.8352;119313.163;131973.3571;108922.9029;;;115044.76;116592.59;116615.41;117282.22;117704.56;117857.74;;;19163.12;2099.2;3946.13;2434.42;2096.15;2136.47;;;-15466.92;-17232.77;-18002.75;-17854.66;-17747.19;-17745.63;;
38;39;89;139;289;189;239;339;389;116.5424369;60.83361859;69.91963847;64.54112839;60.88719583;60.86577219;;;2.22741966;6.542891235;6.542872591;6.542491005;6.54395855;6.545152694;;;90513.69636;124158.6608;119422.406;124350.2497;143539.0177;115989.0419;;;-290.853503;-599.3837519;-705.621937;-265.9756004;-779.171495;-692.8368102;;;47179.66;31092.32;30450.98;31571.24;31967.85;32060.14;;;-2165.045205;-7997.71364;-11872.57794;-9786.480195;-2687.58635;-2768.403517;;;92387.88806;131556.9907;130589.362;133870.7543;145447.4325;118064.6087;;;115696.1;118739.41;117272.19;118977.16;120184.55;120272.87;;;20923.1;3574.61;5184.43;4464.42;3549.52;3549.38;;;-15497.97;-17280.12;-18064.04;-17928.76;-17824.64;-17820.53;;
39;40;90;140;290;190;240;340;390;121.5481154;65.44245535;73.70610017;69.46117102;65.52097926;65.46421903;;;2.228643521;6.942904823;6.943142623;6.941677526;6.942060456;6.943134962;;;95623.42159;136043.0602;137237.1412;136577.2176;156884.1412;133233.0681;;;-260.3406322;-569.5873556;-695.4691062;-351.1106721;-581.0618666;-676.5559606;;;49600.96;34863.81;35145.62;35217.93;36284.59;35865.59;;;-2135.800415;-6325.423082;-9623.396447;-6075.096209;-1954.192374;-1915.573073;;;97498.88137;141798.896;146165.0685;142301.2031;158257.2717;134472.0852;;;116261.63;121189.03;120956.68;120900.56;123034.37;122646.26;;;22748.75;4782.16;5847.44;5700.76;4981.13;4949.86;;;-15467.83;-17165.81;-17716.93;-17441.8;-17789.3;-17788.94;;
40;41;91;141;291;191;241;341;391;126.5492477;70.72943995;77.4932906;72.51513432;70.68997742;70.65549959;;;2.225143921;7.343013471;7.34095702;7.34224853;7.344187563;7.341519094;;;100943.9967;150067.1954;157442.3855;153563.6145;172469.9842;143557.3717;;;-253.5690796;-547.4269235;-635.0020128;-370.1914126;-641.7664973;-560.816087;;;51755.99;37753.57;40450.75;38961.63;39612.82;39690.72;;;-1363.300332;-4005.298373;-6406.108319;-3966.972925;182.9239244;-4.833542499;;;102053.728;153525.0669;163213.4918;157160.396;171645.2938;143001.3891;;;116446.91;122911.8;125321.33;123999.94;125269.77;125411.19;;;24571.94;5672.96;6302.21;6029.82;5776.25;5738.38;;;-15321.27;-16889.6;-17231.2;-17126.55;-17491.62;-17517.27;;
41;42;92;142;292;192;242;342;392;131.5418431;74.87352087;81.26456975;76.35134737;74.80689288;74.77959352;;;2.208827454;7.742927397;7.743075758;7.742794623;7.740857948;7.741591202;;;106444.1874;171781.0996;171010.9352;172828.896;195192.7396;160976.3561;;;-202.7919826;-502.666331;-453.2995425;-364.8586935;-604.9636625;-676.4602665;;;54029.25;41799.09;45126.22;44519.62;43305.03;43333.32;;;-951.1660095;-1534.795075;-3760.391665;-1924.31812;2529.599413;2555.406925;;;107192.5614;172813.2284;174318.0274;174388.3554;192058.1765;157744.4889;;;116834.72;126153.17;129100.69;128945.27;128188.6;128196.65;;;26366.29;6123.38;6803.49;6374.79;6167.98;6177.92;;;-15230.17;-16535.88;-16836.36;-16858.85;-17109.96;-17099.66;;
42;43;93;143;293;193;243;343;393;136.5457577;79.49648903;85.02475757;82.53867434;79.42934339;79.44136224;;;2.209619835;8.142926765;8.142932136;8.142953326;8.140783045;8.141760681;;;112186.5345;187964.6112;192410.8526;192853.8927;213962.926;183797.0771;;;-424.3725577;-425.3443822;-669.7305248;-313.863091;-656.8359474;-709.9902167;;;56421.79;48049.24;49453.15;48481.89;49007.97;49176.54;;;-1131.835116;183.9658575;-672.6823906;1673.801453;3817.858857;3948.186246;;;112893.997;187355.301;192413.8045;190866.2281;209488.2312;179138.9006;;;117357.55;131343.97;131974.45;130736.04;132855.92;132943.92;;;28230.16;6956.25;7828.28;7898.84;6945.89;7012.93;;;-15224.32;-16309.39;-16407.99;-16211.39;-16852.24;-16838.72;;
43;44;94;144;294;194;244;344;394;141.5397576;82.59291663;88.81754849;85.5020029;82.57138808;82.62908008;;;2.207656784;8.542927084;8.542977097;8.542900897;8.539381829;8.540999392;;;117663.7559;212419.8701;217073.9892;217147.4468;240055.2565;203511.1192;;;-442.9713025;-505.6768125;-343.4188702;-298.0353234;-688.3204767;-799.8289354;;;58782.21;53132.67;53863.24;53704.28;54456.09;54599.75;;;-677.880178;4434.609745;1008.174104;3297.350284;7912.066229;7976.665432;;;117898.6648;207479.5835;215722.3962;213552.0612;231454.8698;194734.6248;;;117750.29;135045.54;134548.98;134659.33;136830.26;136921.58;;;30109.86;7805.14;9408.01;8991.93;7761.63;7812.84;;;-15136.35;-15776.4;-16152.17;-16005.4;-16194.23;-16193.07;;
44;45;95;145;295;195;245;345;395;146.5448064;87.33702974;92.59261526;88.96861948;87.24152893;87.2054007;;;2.210980269;8.942930783;8.94303654;8.942872966;8.94133987;8.942420907;;;123017.0198;234141.1096;239035.0624;237205.5561;263871.5478;232780.0192;;;-355.1368572;-390.3946572;-496.2323496;-354.8131735;-839.5501889;-929.6777256;;;61022.91;59123.63;58838.6;59016.67;60088.7;59890.57;;;-610.6226012;8557.54788;5560.11975;7189.180825;11490.30968;11494.89889;;;123272.5056;225193.167;232978.7103;229661.5621;251541.6879;220355.4426;;;117935.92;138850.86;137494.92;138145.82;140303.53;140082.88;;;32141.09;9443.16;10758.54;10242.36;9349.77;9356.16;;;-15112.52;-15228.79;-15473.28;-15429.92;-15623.01;-15606.88;;
