id;SCN_CT;SCN_QT;SCN_H_2000;SCN_H_3000;SCN_FP;SCN_HPA;SCN_CG;SCB_H_4000;CN_CAP_CT;CN_CAP_QT;CN_CAP_H_2000;CN_CAP_H_3000;CN_CAP_FP;CN_CAP_HPA;CN_CAP_CG;CN_CAP_H_4000;CN_PROD_CT;CN_PROD_QT;CN_PROD_H_2000;CN_PROD_H_3000;CN_PROD_FP;CN_PROD_HPA;CN_PROD_CG;CN_PROD_H_4000;H2_COST_CT;H2_COST_QT;H2_COST_H_2000;H2_COST_H_3000;H2_COST_FP;H2_COST_HPA;H2_COST_CG;H2_COST_H_4000;RES_COST_CT;RES_COST_QT;RES_COST_H_2000;RES_COST_H_3000;RES_COST_FP;RES_COST_HPA;RES_COST_CG;RES_COST_H_4000;TOT_COST_CT;TOT_COST_QT;TOT_COST_H_2000;TOT_COST_H_3000;TOT_COST_FP;TOT_COST_HPA;TOT_COST_CG;TOT_COST_H_4000;ETS_COST_CT;ETS_COST_QT;ETS_COST_H_2000;ETS_COST_H_3000;ETS_COST_FP;ETS_COST_HPA;ETS_COST_CG;EST_COST_H_4000;NET_COST_CT;NET_COST_QT;NET_COST_H_2000;NET_COST_H_3000;NET_COST_FP;NET_COST_HPA;NET_COST_CG;NET_COST_H_4000;PS_COST_CT;PS_COST_QT;PS_COST_H_2000;PS_COST_H_3000;PS_COST_FP;PS_COST_HPA;PS_COST_CG;PS_COST_H_4000;H2S_COST_CT;H2S_COST_QT;H2S_COST_H_2000;H2S_COST_H_3000;H2S_COST_FP;H2S_COST_HPA;H2S_COST_CG;H2S_COST_H_4000;INDS_COST_CT;INDS_COST_QT;INDS_COST_H_2000;INDS_COST_H_3000;INDS_COST_FP;INDS_COST_HPA;INDS_COST_CG;INDS_COST_H_4000
34;35;85;135;285;185;235;335;385;96.53208291;42.8201338;54.79553551;45.69163074;42.79351614;42.70986895;;;2.1277464;4.942924427;4.942562641;4.937813968;4.94286976;4.941746885;;;89220.95071;85791.07151;86875.83333;86549.36626;107528.3873;78876.53179;;;-51.27656853;-424.8856019;-646.1407578;-767.7421416;-562.3889512;-584.2445656;;;34708.95;19345.6;22714.59;19682.56;20030.29;20086.36;;;-2257.312257;-11691.1782;-11099.67145;-12050.10712;-5135.074109;-5142.691215;;;91426.98639;97057.36411;97329.36401;97831.73124;112101.0725;83434.97844;;;109575.38;112001.34;113223.21;112795.63;113213;113305.55;;;14574.75;-1754.35;581.4;-1548.4;-1715.95;-1758.38;;;-15499.6;-16959.8;-17148.44;-17623.1;-17525.17;-17519.23;;
35;36;86;136;286;186;236;336;386;101.5337472;45.81445887;58.5696614;49.15478706;45.84878134;45.76432883;;;2.155656717;5.342909611;5.342848736;5.342891093;5.342902708;5.342039671;;;93890.3215;98068.44311;98243.89461;102357.7751;122347.5015;89463.23781;;;-43.80474451;-437.4557276;-944.9201989;-698.4114495;-658.51325;-805.1791678;;;37620.47;20984.71;23628.35;22273.93;21902.74;22017.47;;;-2075.306851;-11771.77397;-13316.7995;-12985.45972;-4863.340677;-4982.408095;;;95921.8236;109402.7614;110615.7739;114644.8234;126552.329;93640.46674;;;110948.57;112792.57;113392.05;114307.89;114224.88;114413.29;;;16074.33;-787.44;1810.03;-356.18;-741.97;-817.55;;;-15460.84;-17078.84;-17632.16;-17736.2;-17638.59;-17636.69;;
36;37;87;137;287;187;237;337;387;106.5332369;50.33229982;62.38685408;52.89087547;50.37451371;50.37059291;;;2.196809036;5.74290346;5.742894271;5.741974867;5.74286946;5.742529233;;;99438.92694;113356.6772;115410.2909;114453.1988;140418.7653;102611.4827;;;61.0824871;-755.4155415;-1118.309198;-901.4390394;-560.1275821;-575.0349452;;;41003.59;23901.5;25345.75;23519.71;24384.58;24444.87;;;-2028.57293;-11187.77708;-12995.38829;-12524.61955;-4358.651626;-4202.200577;;;101528.5824;123789.0387;127287.37;126076.3793;144217.2893;106238.6483;;;112817.34;114696.51;114108.79;114737.26;115719.71;115710.93;;;17591.06;302.54;2948.78;562.7;324.91;355.71;;;-15463.22;-17155.97;-17770.23;-17838.66;-17718.45;-17680.19;;
37;38;88;138;288;188;238;338;388;111.5382542;56.279822;66.16362706;58.15704677;56.26275796;56.2741095;;;2.216832379;6.142924003;6.142828903;6.142442526;6.142729777;6.143947005;;;105840.4188;129982.9601;129009.6043;127898.4673;160235.0135;124810.4709;;;-404.9997562;-823.8930135;-1132.527476;-545.6813461;-967.0370245;-1044.041967;;;44799.4;27517.44;28617.2;27920.4;28111.93;28306.98;;;-2050.767305;-10102.6487;-13913.68347;-11377.46042;-3654.9024;-3608.849095;;;107486.1863;139261.7158;141790.7603;138730.2464;162922.8788;127375.278;;;115044.76;116592.59;116615.41;117282.22;117704.56;117857.74;;;19163.12;2099.2;3946.13;2434.42;2096.15;2136.47;;;-15466.92;-17232.77;-18002.75;-17854.66;-17747.19;-17745.63;;
38;39;89;139;289;189;239;339;389;116.5424369;60.83361859;69.91963847;64.54112839;60.88719583;60.86577219;;;2.22741966;6.542891235;6.542872591;6.542491005;6.54395855;6.545152694;;;112420.7075;144336.9182;140864.233;145545.3562;177961.839;136558.924;;;-693.9198921;-1138.862825;-1393.725162;-660.2290615;-1474.890306;-1354.656778;;;47179.66;31092.32;30450.98;31571.24;31967.85;32060.14;;;-2435.648578;-9005.426411;-13362.38647;-11014.56986;-3028.818944;-3118.829405;;;114162.4362;152203.4818;152832.8943;155899.697;179515.7677;138323.0966;;;115696.1;118739.41;117272.19;118977.16;120184.55;120272.87;;;20923.1;3574.61;5184.43;4464.42;3549.52;3549.38;;;-15497.97;-17280.12;-18064.04;-17928.76;-17824.64;-17820.53;;
39;40;90;140;290;190;240;340;390;121.5481154;65.44245535;73.70610017;69.46117102;65.52097926;65.46421903;;;2.228643521;6.942904823;6.943142623;6.941677526;6.942060456;6.943134962;;;119227.2278;158222.5712;161753.3351;159851.6487;194507.3244;157117.6067;;;-644.443155;-1076.973856;-1394.055428;-839.5549861;-1093.886187;-1296.67762;;;49600.96;34863.81;35145.62;35217.93;36284.59;35865.59;;;-2403.350233;-7122.997547;-10832.75195;-6838.80937;-2201.420583;-2157.46251;;;120986.1349;164268.5948;171192.0316;165850.9031;195614.8588;157978.3916;;;116261.63;121189.03;120956.68;120900.56;123034.37;122646.26;;;22748.75;4782.16;5847.44;5700.76;4981.13;4949.86;;;-15467.83;-17165.81;-17716.93;-17441.8;-17789.3;-17788.94;;
40;41;91;141;291;191;241;341;391;126.5492477;70.72943995;77.4932906;72.51513432;70.68997742;70.65549959;;;2.225143921;7.343013471;7.34095702;7.34224853;7.344187563;7.341519094;;;126419.4175;174866.361;185677.6541;179818.1042;213830.8877;169600.3118;;;-646.6022873;-1031.399709;-1385.289085;-866.7690814;-1227.614899;-1093.664159;;;51755.99;37753.57;40450.75;38961.63;39612.82;39690.72;;;-1532.902946;-4510.277859;-7210.77081;-4466.091498;203.6068575;-7.891687131;;;127305.7182;178345.2391;191503.1358;183417.4266;212399.6659;168514.5393;;;116446.91;122911.8;125321.33;123999.94;125269.77;125411.19;;;24571.94;5672.96;6302.21;6029.82;5776.25;5738.38;;;-15321.27;-16889.6;-17231.2;-17126.55;-17491.62;-17517.27;;
41;42;92;142;292;192;242;342;392;131.5418431;74.87352087;81.26456975;76.35134737;74.80689288;74.77959352;;;2.208827454;7.742927397;7.743075758;7.742794623;7.740857948;7.741591202;;;133780.3393;200571.3792;201523.8622;202821.5189;242002.9026;190375.4858;;;-541.6372696;-940.7193015;-1001.251833;-866.6527363;-1134.985476;-1277.673345;;;54029.25;41799.09;45126.22;44519.62;43305.03;43333.32;;;-1069.962949;-1728.80732;-4234.250921;-2166.410926;2845.559848;2874.705042;;;134308.665;201359.4672;204756.8612;204121.2771;238022.3572;186223.1074;;;116834.72;126153.17;129100.69;128945.27;128188.6;128196.65;;;26366.29;6123.38;6803.49;6374.79;6167.98;6177.92;;;-15230.17;-16535.88;-16836.36;-16858.85;-17109.96;-17099.66;;
42;43;93;143;293;193;243;343;393;136.5457577;79.49648903;85.02475757;82.53867434;79.42934339;79.44136224;;;2.209619835;8.142926765;8.142932136;8.142953326;8.140783045;8.141760681;;;141548.3065;219721.8028;226985.7747;226498.8024;265274.4627;217614.6836;;;-967.096562;-783.0585817;-1302.239476;-728.156331;-1257.785455;-1345.917396;;;56421.79;48049.24;49453.15;48481.89;49007.97;49176.54;;;-1271.040638;205.4068672;-757.4610137;1883.986926;4295.021831;4441.814596;;;141852.2506;218733.3373;226440.9962;223886.6591;259721.6554;211826.9516;;;117357.55;131343.97;131974.45;130736.04;132855.92;132943.92;;;28230.16;6956.25;7828.28;7898.84;6945.89;7012.93;;;-15224.32;-16309.39;-16407.99;-16211.39;-16852.24;-16838.72;;
43;44;94;144;294;194;244;344;394;141.5397576;82.59291663;88.81754849;85.5020029;82.57138808;82.62908008;;;2.207656784;8.542927084;8.542977097;8.542900897;8.539381829;8.540999392;;;148972.9435;248741.2772;256164.2928;255222.9318;297624.1277;241274.9316;;;-1012.095484;-940.2660686;-866.0394601;-759.5307197;-1310.799697;-1533.807354;;;58782.21;53132.67;53863.24;53704.28;54456.09;54599.75;;;-761.3612039;4988.790415;1134.289924;3709.203347;8902.951043;8975.265386;;;148722.2092;242812.2208;254163.9634;250754.1977;287410.3769;230765.8588;;;117750.29;135045.54;134548.98;134659.33;136830.26;136921.58;;;30109.86;7805.14;9408.01;8991.93;7761.63;7812.84;;;-15136.35;-15776.4;-16152.17;-16005.4;-16194.23;-16193.07;;
44;45;95;145;295;195;245;345;395;146.5448064;87.33702974;92.59261526;88.96861948;87.24152893;87.2054007;;;2.210980269;8.942930783;8.94303654;8.942872966;8.94133987;8.942420907;;;156192.3725;274745.1769;282103.4781;279173.925;327151.9248;276471.8967;;;-856.3845136;-718.4652315;-1173.64101;-840.2342541;-1596.150453;-1762.009077;;;61022.91;59123.63;58838.6;59016.67;60088.7;59890.57;;;-685.432824;9629.14371;6256.05992;8090.1631;12929.27709;12935.08182;;;156021.4208;264397.568;274673.7772;270243.5277;312626.4973;261774.8058;;;117935.92;138850.86;137494.92;138145.82;140303.53;140082.88;;;32141.09;9443.16;10758.54;10242.36;9349.77;9356.16;;;-15112.52;-15228.79;-15473.28;-15429.92;-15623.01;-15606.88;;
45;46;96;146;296;196;246;346;396;151.5422084;92.19858795;96.35881454;94.04475498;92.15067322;92.13057386;;;2.216214252;9.342929776;9.342573662;9.342926452;9.33909564;9.342045689;;;163215.0019;305039.8597;309622.8601;309785.9702;360860.6909;301907.0363;;;-915.2558407;-649.7324459;-1109.303184;-720.3650515;-1447.389051;-1754.157801;;;64721.59;64903.9;64476.35;65142.32;64741.21;64396.88;;;-608.3082855;14265.15483;10851.41781;14519.00596;17177.89626;17271.88863;;;162908.0543;290124.9724;297662.1391;294546.5991;342235.4056;282880.9898;;;119626.77;142325.67;140862.88;141454.61;142566.28;142141.52;;;34128.1;11101.62;12296.31;12157.41;11055.28;11114;;;-15091.69;-14581.81;-14741.24;-14528.12;-14938.77;-14917.06;;
46;47;97;147;297;197;247;347;397;156.539121;96.58235066;100.5340037;99.24185595;96.30544018;96.38623864;;;2.219021663;9.742929589;9.740472623;9.74300161;9.738257599;9.742115873;;;169285.2518;332177.3485;335528.6753;333596.6255;391443.3651;322174.9106;;;-490.0751837;-445.4713375;-904.4274967;-581.6932495;-1446.189643;-1844.464577;;;69242.02;71108.49;69280.2;71786.57;69014.12;68861.45;;;-502.0950944;17039.48639;13905.68459;16115.86731;19348.20018;19401.22754;;;169297.2717;314692.3908;320718.5632;316899.0649;370648.9753;300929.2185;;;122108.23;146655.82;143619.5;145914.78;145030.03;144756.78;;;36141.52;12611.92;13917.25;14082.36;12488.36;12595.04;;;-15066.14;-14217.66;-14314.95;-14268.99;-14562.69;-14548.78;;
47;48;98;148;298;198;248;348;398;161.5380992;101.325948;104.9560918;103.851913;101.3366763;101.3126847;;;2.231073939;10.14292854;10.1411694;10.14287858;10.13463227;10.14026601;;;175166.0131;369163.0424;372396.8427;370937.1216;428807.8849;370149.3872;;;-158.2714841;-586.8351097;-696.2671828;-432.9625785;-1470.594647;-1824.839988;;;71560.96;76386.09;76109.75;77136.75;74596.74;74681.39;;;-546.0745352;20185.28599;15791.15314;18448.9405;21130.26593;21644.49111;;;175553.8161;348390.9213;355909.4224;352055.2185;406207.0244;346680.0561;;;122415.49;149859.97;148311.23;149087.22;148785.09;148503.84;;;38146.9;14384.35;15834.75;16035.58;14043.69;14336.49;;;-15059.86;-13916.64;-14094.64;-14044.45;-14290.46;-14217.35;;
48;49;99;149;299;199;249;349;399;166.5262623;106.4205538;110.407384;108.9259617;106.1303195;106.2936067;;;2.226557634;10.54293019;10.5400502;10.54299036;10.54036176;10.54440493;;;180637.5993;397927.8748;394759.6328;395364.7811;461199.1479;390763.4853;;;67.05250917;-749.8614801;-1358.306673;-570.4316255;-1916.705925;-2252.640041;;;74504.95;82983.14;83003.24;84670.71;81224.61;80506.91;;;42.96096693;21979.25227;16907.53133;19247.55606;23586.0391;23774.54816;;;180661.6908;375198.761;376493.7948;375546.7934;435696.4028;364736.2971;;;123326.4;154427.92;153077.19;154773.17;153010.07;152145.07;;;40092.44;16166.06;17951.78;17875.93;16069.14;16186.71;;;-14972.29;-13669.27;-14084.14;-14036.8;-13913.03;-13883.28;;
49;50;100;150;300;200;250;350;400;171.529004;112.8464151;115.0019341;114.6297317;112.61089;112.5739376;;;2.233188885;10.94248731;10.93399932;10.93713994;10.93353383;10.94196246;;;187434.2811;456271.0332;451375.6579;452133.7259;522061.0204;462623.3562;;;-127.3489018;-979.9329301;-1002.486027;-625.7908369;-1370.35295;-1801.107305;;;77414.2;90838.29;90727.1;92288.65;88740.27;88449.19;;;246.9386351;24924.8223;17867.16214;19822.57421;26260.75709;26203.5908;;;187059.9936;430366.278;432506.0097;431685.3609;494429.9104;434618.6581;;;124174.06;159446.59;158627.29;159778.61;157965.73;157320.62;;;42113.35;18656.18;20087.69;20448.01;18245.38;18584.79;;;-14931.61;-13322.89;-14046.27;-13996.37;-13529.25;-13514.63;;
50;51;101;151;301;201;251;351;401;176.5187157;117.3402824;120.3007883;119.7687714;116.9953073;117.2838117;;;2.227923063;11.33535958;11.33559092;11.33838118;11.328017;11.33904287;;;193529.1702;572610.692;562791.4788;562121.5566;644956.3468;570068.6186;;;-137.8638369;-1611.215394;-1375.579629;-1595.743743;-1515.307268;-1679.551177;;;80434.63;98973.34;98664.44;98960.04;96425.17;96493.66;;;218.89623;19819.65308;14853.07071;16656.12397;21926.72115;22523.48798;;;193172.4101;551179.8235;546562.8284;543869.6889;621514.3183;545865.5794;;;125210.59;166223.23;164281.6;164882.11;164255;163905.41;;;44094.55;20520.4;22782.86;22474.22;20234.46;20578.3;;;-14928.93;-13828.69;-14458.43;-14454.69;-14122.72;-14048.46;;
