Hour;EOM_price;EOM_price_CT;EOM_price_QT;EOM_price_FP;EOM_price_CfD;H2_price;H2_price_CfD;H2_price_CT;H2_price_QT;H2_price_FP
209;52.88153562;52.72457331;83.19985993;74.68503704;74.64769681;88.13898002;83.06871588;82.40996305;83.14954928;83.12019951
210;52.88152683;52.72456293;83.19983693;74.68498367;74.64769092;88.13898002;83.06871588;82.40996305;83.14954928;83.12019951
211;52.88150094;52.72452885;83.19980385;74.68492987;74.64766797;88.13898002;83.06871588;82.40996305;83.14954928;83.12019951
212;52.8814754;52.72452797;83.18850632;74.68480216;74.23955086;88.13898002;83.06871588;82.40996305;83.14954928;83.12019951
213;52.88144643;52.72452779;83.18848079;74.33863725;74.23954556;88.13898002;83.06871588;82.40996305;83.14954928;83.12019951
214;52.88143029;52.72452612;83.18841191;74.33863189;74.23936102;88.13898002;83.06871588;82.40996305;83.14954928;83.12019951
215;52.8814255;52.72451631;83.18837799;74.33851914;74.23935466;88.13898002;83.06871588;82.40996305;83.14954928;83.12019951
216;52.88140489;52.72450448;82.98560295;74.33849311;74.13359826;88.13898002;83.06871588;82.40996305;83.14954928;83.12019951
217;52.88139302;52.72443215;82.98559616;74.21123471;74.1335109;88.13897981;75.75581203;80.27574154;76.43865923;76.00657756
218;52.88135244;52.72443191;82.98546836;74.21121373;74.13344754;88.13897981;75.75581203;80.27574154;76.43865923;76.00657756
219;52.88133487;52.72443085;82.98545766;74.21121104;74.13338221;88.13897981;75.75581203;80.27574154;76.43865923;76.00657756
220;52.88129133;52.72442804;82.80269836;74.21117034;74.13336401;88.13897981;75.75581203;80.27574154;76.43865923;76.00657756
221;52.88127774;52.72442563;82.80269501;74.21114463;74.13331067;88.13897981;75.75581203;80.27574154;76.43865923;76.00657756
222;52.88127597;52.72442183;82.80265851;74.2111018;74.13330128;88.13897981;75.75581203;80.27574154;76.43865923;76.00657756
223;52.88126832;52.72441507;82.80263316;74.21101105;73.85003205;88.13897981;75.75581203;80.27574154;76.43865923;76.00657756
