Year;CAP_SMR;CAP_SMRCCS;CAP_Alkaline_base;CAP_Alkaline_peak;PROD_SMR;PROD_SMRCCS;PROD_Alkaline_base;PROD_Alkaline_peak;IMPORT_Import;CN_CAP_Alkaline_base;CN_CAP_Alkaline_peak;CN_PROD_Alkaline_base;CN_PROD_Alkaline_peak;PriceH2;PremiumH2CN_prod;PremiumH2CN_cap
2021.0;70.0;0.35;0.135;0.135;2.7290064624808867e-15;2.813378775139686e-12;8.708632807893291e-12;7.313458513783412e-12;9.463639066829325;0.0;0.0;0.0;0.0;1.3145120680000433;0.0;0.0
2022.0;70.0;0.35;0.135;0.135;1.344646730593009e-15;1.2639167945992795e-12;5.828849384852692e-12;4.902659278400663e-12;10.516335085446514;0.0;0.0;0.0;0.0;1.4577212395619055;0.0;0.0
2023.0;65.33333333333333;3.8266666666652545;0.1282500000029295;0.12825000001296366;4.030239044914743e-14;1.0158060605744128;4.585148980607679e-11;3.663199357925287e-11;10.78377268201928;0.0;0.0;0.0;0.0;1.4945833237647026;0.0;0.0
2024.0;60.66666666666667;7.3033333333290384;0.12150000000562897;0.1215000000206688;3.6577675359209494e-14;1.9387030302688482;0.0019185519312328273;0.0019185519240072972;11.133113362225771;0.0;0.0;0.0;0.0;1.5423743900685585;0.0;0.0
2025.0;56.0;11.187752571572954;0.1147500000083168;0.11475000002935214;1.0130945866919348e-13;2.9698397735240794;0.002477181738584336;0.0018119658250487297;11.454653953209618;0.0;0.0;0.0;0.0;1.587145451279382;0.0;0.0
2026.0;51.33333333333333;12.42897523094148;0.1080000000121972;0.10800000004866633;6.442513088841645e-14;3.2993279703729534;0.005857475070789191;0.005289015738518546;12.213337322249544;0.0;0.0;0.0;0.0;1.6903610962749092;0.0;0.0
2027.0;46.666666666666664;16.742261836700933;0.10125000001745714;0.10125000016930066;4.766901534031798e-14;4.444309505713672;0.005491383477012978;0.005491383454038265;12.183938956117178;0.0;0.0;0.0;0.0;1.686228480267592;0.0;0.0
2028.0;42.0;21.21484969618185;0.09450000002452208;0.09450000026462829;3.952552479696976e-14;5.6315782829594925;0.006667920669418637;0.005673116242824351;12.189798679326719;0.0;0.0;0.0;0.0;1.6873125506098525;0.0;0.0
2029.0;37.33333333333334;25.553502541646786;0.08775000003966879;0.08775000039466108;3.428827477271144e-14;6.783293401934616;0.0072090297817089975;0.007209015261010568;12.169522406060585;0.0;0.0;0.0;0.0;1.684862905521012;0.0;0.0
2030.0;32.66666666666667;29.846543169840032;0.08100000008204217;0.13018129943114232;3.087052954241208e-14;7.922900550506473;0.007124053170509673;0.010764399899067743;12.144551062094902;0.0;0.0;0.0;0.0;1.6816648103462062;0.0;0.0
