Year;CAP;Supply;Cancellation;MSR;TNAC;Emissions_Ind;Emissions_H2S;Emissions_PS;EUAprice;EUAs_Ind;EUAs_PS
2021.0;1596.0;3174.772426;0.0;0.0;2031.552004820834;512.9;3.141175221408471e-13;630.3204211791654;80.0;1879.909579985872;1294.8266954715127
2022.0;1552.0;1552.0;0.0;0.0;2317.004423317856;713.8029956830262;1.1730006028998207e-13;552.7445858199521;79.91502106971899;1211.871426081783;340.1300425257025
2023.0;1509.0;1509.0;0.0;0.0;2678.4274352671587;715.4931330225751;9.922836663197607;422.1610183649248;79.91502106971862;1214.3595486433605;294.6419199641251
2024.0;1412.0;1412.0;0.0;0.0;3012.9349803448595;788.8654682291149;7.857524827409293;280.76946186577493;87.90620650744914;1160.3745137912433;251.6270802345668
2025.0;1412.0;1412.0;0.0;0.0;3589.2480642719643;781.7172049944483;3.5062335239446156;50.46347755450251;96.69723505116231;1396.352590157597;15.648901294976781
2026.0;1295.0;1295.0;0.0;0.0;4077.1673963868607;774.0091623531257;3.499979494092647;29.571526037884922;106.36654325580379;1282.051705253616;12.949922908996244
2027.0;1233.0;1233.0;0.0;0.0;4510.710501303915;765.6966231602316;4.556554335726843;29.203717586987047;117.00271585007876;1220.9975711164361;12.004200909485366
2028.0;1141.0;1141.0;0.0;0.0;4868.957753961434;756.7321810986791;5.173684610969102;20.846881632833195;128.70243125680665;1128.9621273053142;12.039795442574077
2029.0;1049.0;1049.0;0.0;0.0;5153.803282239558;747.0685439914665;6.136468379381918;10.949459351026814;141.56802956291043;1045.7316007179459;3.270955062615447
2030.0;958.0;958.0;0.0;0.0;5361.543735549078;736.6433311888127;6.13021434952998;7.486001152137553;155.72397090563268;954.6505674356762;3.352179272976346
2031.0;866.0;866.0;0.0;0.0;5486.67508070848;725.4005364526377;7.541293518801646;7.926824869157861;171.29539637737898;862.5619706409307;3.44097141961092
2032.0;774.0;774.0;0.0;0.0;5530.621488858071;713.2760393386513;8.85966590166378;7.917886610094293;188.42384611426996;770.462949884586;3.540191076780123
2033.0;682.0;682.0;0.0;0.0;5495.77733084783;700.2006891531763;8.853411871826548;7.790056985238154;207.2650152619841;678.3476246150243;3.6557177086007795
2034.0;591.0;591.0;0.0;0.0;5385.489855967348;686.0999098349955;8.847157841967551;6.340407203518592;227.99017026851814;587.2111909159996;3.792353923690638
2035.0;499.0;499.0;0.0;0.0;5199.597927976661;670.8932739420727;8.840903812123859;5.157750236491396;250.78770676943614;495.04556041283456;3.9581865749092624
2036.0;407.0;407.0;0.0;0.0;4938.641160836614;654.4940435087196;8.834649782239524;4.628073849087343;275.8648629913734;402.8461159311806;4.157831163076175
2037.0;315.0;315.0;0.0;0.0;4601.936242993216;636.8086753497074;8.828395752422995;6.06784674126785;303.4496039693285;310.6189366822731;4.385206774085361
2038.0;224.0;224.0;0.0;0.0;4192.516658349676;617.7362881519617;8.828395752438995;6.854900739139262;333.7926934254583;219.35785237931466;4.646482133633315
2039.0;132.0;132.0;0.0;0.0;3713.5159216131538;597.1680884068273;8.828395752452108;5.004252577242663;367.1699719148581;127.051990873043;4.952528167013162
2040.0;40.0;40.0;0.0;0.0;3165.9146123730707;574.9867519114246;8.828395752434982;3.786161576223682;403.8848618123325;34.70236893790917;5.302327404619472
2041.0;0.0;0.0;0.0;0.0;2773.9934607400905;380.2951207160634;8.82839575239721;2.797635164519358;674.9192778043082;7.3371605374164e-13;1.1618220095463461e-11
2042.0;0.0;0.0;0.0;0.0;2397.9726192691173;365.5192977083643;8.727423563177346;1.77412019943148;708.7735533484273;8.458937229218342e-13;1.3176017896051523e-11
2043.0;0.0;0.0;0.0;0.0;2037.8935107383127;349.7169049663928;8.82839575241223;1.5338078119995329;745.154569473452;9.86509597570586e-13;1.5036193403583033e-11
2044.0;0.0;0.0;0.0;0.0;1695.5981524920544;331.95807543083197;8.803475003428392;1.53380781199791;785.5114883804786;1.1601102688161453e-12;1.7186700715166676e-11
2045.0;0.0;0.0;0.0;0.0;1382.0971538618433;310.6364074141794;1.3307834040392363;1.533807811992318;832.3933908180489;1.3621412632759798e-12;1.946625801335778e-11
2046.0;0.0;0.0;0.0;0.0;1093.976710444024;285.59906847033415;0.9875671355026097;1.5338078119824432;886.377214158357;1.5954803742249437e-12;2.178345591150255e-11
2047.0;0.0;0.0;0.0;0.0;834.1524034066708;257.65663422159764;0.6338650038631122;1.5338078118926057;946.6061853853029;1.879739748074431e-12;2.4156611057032952e-11
2048.0;0.0;0.0;0.0;0.0;605.2230422879281;227.37886542847912;0.14981361109865235;1.400682079164909;1012.5129332171879;2.248320900774424e-12;2.6657765323386342e-11
2049.0;0.0;0.0;0.0;0.0;411.87040849580353;192.8252139430516;4.970429470893719e-12;0.5274198490680656;1087.4438289446905;2.6867098571884627e-12;2.8810276622047498e-11
2050.0;0.0;0.0;0.0;0.0;254.89465510734632;156.9757533883119;3.850590365116722e-12;1.414517947652763e-10;1167.0585657837387;3.342420927730865e-12;3.036718870190479e-11
2051.0;0.0;0.0;0.0;0.0;134.2269351032778;120.66772000392325;2.9920999580984945e-12;1.4226888588129442e-10;1250.1779168740472;4.491393882989479e-12;3.183192427912779e-11
2052.0;0.0;0.0;0.0;0.0;50.02138957026591;84.20554553286445;2.599730484381148e-12;1.448450456172111e-10;1336.4140747681618;7.027051564799398e-12;3.241388606567335e-11
2053.0;0.0;0.0;0.0;0.0;2.2421932437286856;47.77919632644057;2.375293637344248e-12;9.42769486925786e-11;1425.538241543439;1.7107121891189598e-11;2.968597792194665e-11
