Year;CAP_SMR;CAP_SMRCCS;CAP_Alkaline_base;CAP_Alkaline_peak;PROD_SMR;PROD_SMRCCS;PROD_Alkaline_base;PROD_Alkaline_peak;IMPORT_Import;CN_CAP_Alkaline_base;CN_CAP_Alkaline_peak;CN_PROD_Alkaline_base;CN_PROD_Alkaline_peak;PriceH2;PremiumH2CN_prod;PremiumH2CN_cap
2021.0;70.0;0.35;0.135;0.135;2.7823985489348807e-13;6.204058205369852e-12;2.6258399609807495e-12;8.864343264831301e-13;9.999999999123062;0.0;0.0;0.0;0.0;2.7578282271398558;0.0;0.0
2022.0;70.0;0.35;0.135;0.135;9.61629725650416e-14;1.7529151724435919e-12;1.415219756277817e-12;4.828434817158212e-13;11.111111110811532;0.0;0.0;0.0;0.0;3.061239887269755;0.0;0.0
2023.0;65.33333333333334;0.3266666749731289;0.1282500000087789;1.478249999976435;1.9263366615949074;0.08671515370033575;1.0289634058819558e-11;3.2615049025854877e-12;10.209462512232715;0.0;0.0;0.0;0.0;2.8084908568120013;0.0;0.0
2024.0;60.666666666666714;0.30333334164154935;0.15494344195689339;2.8214999999712154;2.507804340837896;0.08052121430767298;0.004077737112899583;0.07425506427642249;10.66699755741722;0.0;0.0;0.0;0.0;2.9331402741264463;0.0;0.0
2025.0;56.000000000000064;0.2800000083090605;0.14819344197838014;17.66474999959391;2.93260050461777;0.07432727491605971;0.020212114249173668;1.542742309680875;9.875015470017088;0.0;0.0;0.0;0.0;2.717375939002764;0.0;0.0
2026.0;51.333333333333414;0.2566666749764938;0.1414434420877664;23.176119455584598;2.261360242081217;0.06813333552233089;0.026369242191650325;2.343491042505009;10.856196253076991;0.0;0.0;0.0;0.0;2.9846845744072126;0.0;0.0
2027.0;46.66666666666678;0.2333333416438337;1.6841278407745015;24.093565270779674;2.5080297822975828;0.061939396129236594;0.34177395318124115;2.6443070787079477;11.110334510988977;0.0;0.0;0.0;0.0;3.0539199300759363;0.0;0.0
2028.0;42.00000000000015;0.21000000831107146;1.6773778410731426;51.15028207872369;1.0424000412357661;0.05574545673599032;0.37016130773888756;4.894351431432295;11.415956212363128;0.0;0.0;0.0;0.0;3.1371868062085246;0.0;0.0
2029.0;37.33333333333353;0.18666667497821593;1.6706278411282307;97.00939655431756;2.1451260551939526e-12;0.0495515173291875;0.35253615537677413;8.108832533474546;10.37606022704113;0.0;0.0;0.0;0.0;2.8477978583751535;0.0;0.0
2030.0;32.666666666666906;0.1633333416453487;1.6638778411800077;295.33495760481617;1.7965356619182984e-13;5.84545855768432e-12;0.10084108128348293;17.89908833968573;2.0275582658573965;0.0;0.0;0.1008410812832895;17.899088339685672;-0.17996057174232838;5.4784557739221835;0.0
2031.0;28.0000000000003;0.14000000831258413;1.6571278414181863;295.3432144647427;3.632789064807037e-13;1.433813764286144e-11;0.10043199038920281;17.899588755438977;3.4999016189493464;0.0;0.0;0.10043199038861095;17.899588755438803;0.9515410101882149;3.2801489502629577;0.0
2032.0;23.333333333333705;0.11666667497996186;1.663511674074651;295.3364644647615;4.4768274413593906e-13;2.5689898992028222e-11;0.10081888933799736;17.899179664531008;5.000014229047608;0.0;0.0;0.10081888933745037;17.899179664530834;1.3623902949945657;3.45841475323387;0.0
2033.0;18.66666666666714;0.09333334164754918;1.6702566628300957;295.3297144647714;5.597487036657915e-13;1.4207676628264756e-10;0.10122767653563222;17.8987705736226;6.500029592902487;0.0;0.0;0.10122767653469765;17.898770573622325;1.7714617195291018;2.8826348815366534;0.0
2034.0;14.000000000000615;0.07000000831547437;1.676978048672812;295.32296446477847;7.00945949153622e-13;0.00973911096899869;0.10163503325472935;17.898361482714183;7.990288396710762;0.0;0.0;0.10163503325237885;17.898361482713632;2.178966619698747;2.2986097747909864;0.0
2035.0;9.333333333334174;0.04666667498376886;1.6836371395423673;295.316214464784;8.446905754318157e-13;0.006492741054899967;0.383781997295503;17.897952391807497;9.21395563120497;0.0;0.0;0.10203861451708601;17.89795239180484;2.512498454223564;1.6962964909979;0.0
2036.0;4.666666666667988;0.023333341652282527;1.697168870284801;295.30946446478885;8.679888362902632e-13;0.0032463711166517847;0.40117312749740597;18.998385665920466;9.595710117400914;0.0;0.0;0.10285871941013575;17.89754330089591;2.614638068701704;1.1805566715386542;0.0
2037.0;2.30402772884406e-11;8.320897074796021e-9;1.6904189641443996;295.3027144647946;7.645435662366942e-13;1.1729881544920545e-9;0.3641416546973804;20.153998006617233;9.982606619387004;0.0;0.0;0.1024496341890512;17.897134209986984;2.714875604548091;0.7790987177367378;0.0
2038.0;2.4819218289813044e-11;8.322771158595427e-9;1.7044203083624927;295.2959644648014;8.147139175765657e-13;1.2144942629573483e-9;0.3766272851166267;20.810958980333364;10.808016606546623;0.0;0.0;0.10329820050349012;17.89672511907764;2.941618734302906;0.4338607590934002;0.0
2039.0;2.7116901573806606e-11;8.324702831762896e-9;1.710860978452474;295.28921446481;7.298391561457625e-13;1.1902164219679068e-9;0.396473476739536;22.82722717277857;10.27926943097796;0.0;0.0;0.10368854414512046;17.896316028169014;2.800909722378424;0.454174332001778;0.0
2040.0;2.998187355138797e-11;8.326853398791665e-9;1.704110978770056;295.2824644648208;7.228229694223662e-13;1.2188484406189313e-9;0.4122611712502285;24.09976203638485;10.489321594010867;0.0;0.0;0.09726757247847645;0.4481869730256047;2.861810642048316;1.0645800347510744e-8;0.0
