Year;EOM_avg;REC_y;ADD_CAP_CCGT_new;ADD_CAP_WindOffshore;ADD_CAP_SPP_coal;ADD_CAP_WindOnshore;ADD_CAP_Nuclear;ADD_CAP_Solar;ADD_CAP_OCGT;CAP_CCGT_new;CAP_WindOffshore;CAP_SPP_coal;CAP_WindOnshore;CAP_Nuclear;CAP_Solar;CAP_OCGT;FS_CCGT_new;FS_WindOffshore;FS_SPP_coal;FS_WindOnshore;FS_Nuclear;FS_Solar;FS_OCGT
2021.0;196.3226914408099;1.1160833015125188e-12;8.249067076465308e-14;6.353999999999499;1.332049155368582e-13;82.43499999999999;1.3466644602386017e-15;55.41999999999979;1.185025382651039e-14;153.0;12.708;49.44;164.87;78.48;110.84;11.39;551.2855290055412;27.51013231758485;433.0943999998639;288.6219235013827;687.4847999999996;126.15955034204879;0.0
2022.0;329.9311199102734;1.6812576193888564e-12;8.362339559442873e-14;5.859663910407932e-13;1.395551004288712e-13;123.65249999999995;1.3258605459915782e-15;83.12999999999896;1.2035231950507566e-14;153.0;12.708;49.44;247.305;78.48;166.2599999999998;11.390000000000013;381.1610497787318;27.51013231758485;433.09439999993845;432.9328852520711;687.4847999999996;189.23932551305674;0.0
2023.0;124.08212057682078;1.5257764963457067e-11;8.465365242379847e-14;2.0036858461363714e-13;1.4654097916423244e-13;185.47874999999974;1.3028473772877889e-15;25.857354341031737;1.1846993716337098e-14;145.35;18.355999999999497;46.144000000000005;359.9661666666666;74.556;242.00066666666544;10.251000000000023;225.21284113359667;39.73685779203964;365.1071779198611;630.1578663113446;653.1105599999997;275.4483515800955;3.712581545247956e-12
2024.0;113.47436762695985;-1.8592307092997852e-7;9.677275649203472e-14;2.19095246648907e-13;1.874974822523435e-13;272.72245833333085;1.5945824788941475e-15;4.670809962751059e-12;1.3856165663884569e-14;137.7000000000001;17.650000000000084;42.848000000000006;534.453583333333;70.632;260.4686876743638;9.112000000000036;70.22456860789828;38.20851710769949;279.4992575387551;935.6160686836313;610.1101490580137;296.4688967445948;2.586737245031453e-12
2025.0;73.81078120027188;-6.414026342751491e-8;1.1115559107766316e-13;2.494616866381592e-13;2.495929752490404e-13;92.43152523988033;1.9897917796652287e-15;1.6382606893883802e-11;1.658831188961166e-14;130.05000000000018;16.944000000000287;39.552;796.1847083333305;66.708;253.07935434103518;7.973000000000049;1.1218550124918538e-10;36.680176423334345;56.646696997735795;1393.8033722420562;567.7050798342033;288.0582600550401;1.8826885009521603e-12
2026.0;69.34579366055438;-3.1414827440235655e-8;1.2840287098876875e-13;2.8594744834835756e-13;3.5386540511372683e-13;70.52465904315308;2.5328687004998545e-15;12.057674394834885;2.0268390244923487e-14;122.40000000000026;16.238000000000504;36.25599999999999;877.6249002398775;62.784000000000006;245.6900210077182;6.834000000000065;5.642663683118464e-11;35.15183573902138;30.206703731935754;1536.3728199183413;539.4775503618347;279.6476233655835;1.0238645574161611e-12
2027.0;69.20654851674352;2.487774133169285e-11;1.4935003433398639e-13;3.289697025882645e-13;5.630651707099687e-13;54.45526295236762;3.3637899932191632e-15;128.8738477012372;2.5221526008787792e-14;114.75000000000034;15.532000000000753;32.96;937.1582259496972;58.86;250.35836206921977;5.695000000000086;8.025386334290092e-11;33.62349505470139;22.54247170963043;1640.5920409943533;503.8686760469546;284.96119075245207;1.0835984087786803e-12
2028.0;67.37457674000288;3.671709337861492e-11;1.75221803477565e-13;3.749566365295135e-13;1.1866227393780785e-12;27.103864603460597;4.498898617387803e-15;189.61610488521353;3.1994198273227906e-14;107.10000000000045;14.826000000001041;29.664;980.6221555687316;54.93599999999999;371.84287643712366;4.556000000000112;1.2898313210347701e-10;32.095154370384364;15.541600759107148;1716.6801283939647;458.9839167494009;423.2364677839892;9.753861540052214e-13
2029.0;66.38798681365675;2.1911505434616635e-11;2.0777223288083495e-13;4.238268099310747e-13;7.355626101122601e-11;132.24783984204208;6.397408467885661e-15;280.7294906611594;4.5807818469914884e-14;99.45000000000059;14.12000000000137;26.368000000000134;996.7346868388588;51.012;554.0696479890039;3.417000000000143;19.8121660252638;30.539572163203317;9.314057876940385e-9;1744.813770077332;416.2838010957811;630.5901048496838;1.3897232201769678e-12
2030.0;73.65860046395031;4.707089418535502e-11;2.487001194544689e-13;5.149760216149047e-13;1.3932542142563549e-11;3.552089153759409e-12;1.0215909703473595e-14;69.75187343034672;8.689277997870018e-14;91.80000000000074;13.414000000001744;23.072000000000276;1117.9911933475676;47.088;827.4098053168299;2.2780000000001897;2.511282952341269;29.03847300180929;3.420412368384406e-10;1957.1587837785946;412.49088000000035;941.7687566524464;1.8472942691903298e-13
2031.0;60.05956363364128;1.1053604259654768e-10;3.0272905819981407e-13;6.066479100857991e-13;1.26160660859422e-11;47.228540191331014;2.154425812210093e-14;1.1202141846302347e-10;4.3920652911380235e-13;84.15000000000093;12.70800000000217;19.77600000000042;1106.999860014238;43.164;889.7723454138433;1.1390000000002765;5.335329941337395;27.510132317450527;3.3463212537617896e-10;1937.9173222118275;378.11663999999064;1012.7506225566171;7.418699719633984e-13
2032.0;66.41052196484962;1.1179153212834443e-10;3.768428069480096e-13;7.217746624375268e-13;1.1780321595372818e-11;40.69443182894814;1.6601492466791909e-12;9.38593755419901;0.5375312706827798;76.50000000000112;12.002000000002683;16.480000000000608;1143.2370668722356;39.24;882.3830120806219;7.155681991362079e-13;4.890439764661858;25.981791633151527;2.948676564929016e-10;2001.354286763737;343.7423999999914;1004.3399858672909;1.4561010297344675e-13
