scen_number;sensitivity;n_iter;walltime;PrimalResidual_ETS;PrimalResidual_MSR;PrimalResidual_EOM;PrimalResidual_REC;PrimalResidual_H2;PrimalResidual_H2CN_prod;PrimalResidual_H2CN_cap;DualResidual_ETS;DualResidual_EOM;DualResidual_REC;DualResidual_H2;DualResidual_H2CN_prod;DualResidual_H2CN_cap;Beta;Alpha;EUA_2022;CumulativeEmissions;TotalCost;PolicyCost
1;ref;4231;4.7086874431000005;0.0663531643381187;0.0;0.03311861064180909;0.3446913507831923;0.0;0.0;0.0;0.13216181439301877;0.04124936806072611;0.31658261832047596;0.0;0.0;0.0;0.840066859574385;45672.97677104933;80.00475412991796;19265.89181691426;2.3909314884247063e6;0.0
