scen_number;sensitivity;n_iter;walltime;PrimalResidual_ETS;PrimalResidual_MSR;PrimalResidual_EOM;PrimalResidual_REC;PrimalResidual_H2;PrimalResidual_H2CN_prod;PrimalResidual_H2CN_cap;DualResidual_ETS;DualResidual_EOM;DualResidual_REC;DualResidual_H2;DualResidual_H2CN_prod;DualResidual_H2CN_cap;Beta;Alpha;EUA_2022;CumulativeEmissions;TotalCost;PolicyCost
1;ref;2854;4.934365228333333;0.03814899057012986;0.0;0.017709569505900413;0.2628535672704533;0.0;0.0;0.0;0.048421280215584665;0.01608131071494498;0.5113352739699295;0.0;0.0;0.0;0.9096394212478303;576.2794900144473;79.92417146577577;19265.877315950842;2.0565418011607046e6;0.0
77;ref;2777;0.2487030362666667;0.38138770561598645;0.0;0.0164551681897562;0.24207621945987165;0.0;0.026814434505297323;0.0;0.2928974418572741;0.017679675629376272;0.4779524413255031;0.0;0.032171903012461645;0.0;0.9096394212478303;576.2794900144473;78.60869588521419;19265.508317513897;2.0793141413093517e6;47724.89118755324
60;ref;2805;0.20417837591666668;0.03657849132255751;0.0;0.017594548939193887;0.26288573364936313;0.0;0.03466170006494215;0.0;0.030468241603715782;0.017607490966627136;0.5072717925946117;0.0;0.06488397365680962;0.0;0.9096394212478303;576.2794900144473;80.04740648591303;19265.844616007216;2.0147274608698993e6;1624.6273058842803
9;ref;2747;0.25191563035000003;0.04159315533683366;0.0;0.01768976447852591;0.2722360532429349;0.0;0.0;0.003164969536825813;0.040875056682429585;0.017680933184525526;0.5149753874375681;0.0;0.0;0.0012698644110647921;0.9096394212478303;576.2794900144473;80.32558190832606;19265.8156069812;2.013017446194358e6;53.17607232559769
54;ref;2790;0.24484200616666668;0.10079044389018328;0.0;0.0174792030829881;0.26582584561698147;0.0;1.2340514172899257e-5;0.0;0.148707361975782;0.017498900149860257;0.5030971125097519;0.0;4.91110580348144e-6;0.0;0.9096394212478303;576.2794900144473;80.4045513062311;19265.882977694593;2.0131408453733267e6;0.04534688828972433
45;ref;2787;0.18197341875000003;0.09672488465517987;0.0;0.01691994984085249;0.2568208623294574;0.0;0.0;0.07913361865435721;0.11568093652898388;0.017696745377067762;0.4835627449834207;0.0;0.0;0.14244723258609612;0.9096394212478303;576.2794900144473;79.31135640597886;19265.693915032367;2.056178657508897e6;35612.431098491834
33;ref;2776;0.1796781529166667;0.13985394380489796;0.0;0.0176978997172056;0.2599038888463573;0.0;0.0;0.0735232002255294;0.06037930318538749;0.017544687299434533;0.47867393751510673;0.0;0.0;0.09218262391367979;0.9096394212478303;576.2794900144473;79.61641112483854;19265.663180363743;2.0376091022230298e6;17080.003193557
58;ref;2809;0.21737102178333334;0.042004266800297216;0.0;0.017665198731180574;0.2682561368018966;0.0;0.01921031712965498;0.0;0.06977155564503013;0.017670109113076104;0.5052484282041163;0.0;0.010091356651596906;0.0;0.9096394212478303;576.2794900144473;80.1059782128303;19265.82162617587;2.0123400824085549e6;6.767573878299113
23;ref;2848;0.15914192828333334;0.08548428627239668;0.0;0.017520230038289557;0.25302748553509535;0.0;0.0;0.15747021581842094;0.07762045535508794;0.017675296597226612;0.4937441196545532;0.0;0.0;0.16712414209246723;0.9096394212478303;576.2794900144473;79.89817016328546;19265.778125247118;2.0234153800250439e6;9079.073750523148
89;ref;2956;0.18492022585;0.5906462879996918;0.0;0.017668628552050012;0.21897386828630988;0.0;0.11232264647967051;0.0;1.1807431693100616;0.01658439255130103;0.4302117029524123;0.0;0.10566749106817717;0.0;0.9096394212478303;576.2794900144473;77.83371473586008;19265.47346807471;2.133428557620948e6;127328.77327040368
5;ref;2845;0.22372901288333333;0.07163719250973007;0.0;0.017687598955070202;0.25937293495476554;0.0;0.0;0.0015609201756679027;0.1319655285302449;0.017613122868528827;0.5054165809010757;0.0;0.0;0.00199930006085756;0.9096394212478303;576.2794900144473;80.29147349193238;19265.84687412934;2.0128924872994663e6;15.021014948066131
76;ref;2969;0.21128205491666666;0.1549867310233492;0.0;0.01497879763885539;0.2401148198860581;0.0;0.06326226308773347;0.0;0.28466166001515303;0.017618449741867263;0.46169641959126456;0.0;0.03352589371702937;0.0;0.9096394212478303;576.2794900144473;78.6644410900073;19265.636527498264;2.0745066051840158e6;44084.74348367309
70;ref;2961;0.2304986064;0.18270160969179508;0.0;0.01761639872008237;0.24046711249361077;0.0;0.01711900087891063;0.0;0.37594167753357816;0.015857226470531064;0.45891476181745444;0.0;0.03223531596252103;0.0;0.9096394212478303;576.2794900144473;79.2598030681229;19265.717484832996;2.0469143167227602e6;22819.386928322336
24;ref;2875;0.19439145983333334;0.09989407462765429;0.0;0.017674419074234147;0.26690032035857275;0.0;0.0;0.09536138247632438;0.06711758583550179;0.017279534467767477;0.48872645590355;0.0;0.0;0.13277607416317783;0.9096394212478303;576.2794900144473;79.84113512235153;19265.763644476967;2.0252755670024601e6;9931.98324527398
43;ref;2855;0.21873834266666667;0.20992893355789444;0.0;0.017703603666689483;0.23914462397217484;0.0;0.0;0.07870944882005498;0.12950681053186305;0.014917764069349842;0.4707265990849755;0.0;0.0;0.15345554179935755;0.9096394212478303;576.2794900144473;79.37079140609643;19265.550103147427;2.0530815269269543e6;33089.08542021044
32;ref;2893;0.2341811522166667;0.1466827056974363;0.0;0.01770950646407158;0.2578502547042889;0.0;0.0;0.10235235355541206;0.12707684457047233;0.01278025575096201;0.47474762494247597;0.0;0.0;0.10200265161719757;0.9096394212478303;576.2794900144473;79.51553398087388;19265.718921970278;2.0359831406801837e6;16359.386174190728
56;ref;2930;0.2828150309166667;0.06835395474949545;0.0;0.017441599743599216;0.2556594633666826;0.0;1.6283037631228713e-5;0.0;0.04690141572496008;0.017635873649367032;0.48264866824707814;0.0;2.279867291765524e-5;0.0;0.9096394212478303;576.2794900144473;80.29973599096417;19265.852597953315;2.0124341441442855e6;0.11026565592378995
44;ref;2888;0.2545955268666667;0.13573568041268128;0.0;0.017692614528874676;0.25268183885680445;0.0;0.0;0.0750309065508256;0.07904585145189605;0.014241145288504469;0.47012408958437185;0.0;0.0;0.049129865315478284;0.9096394212478303;576.2794900144473;79.345345114331;19265.643729741176;2.0548505861754348e6;34619.87443766345
34;ref;2906;0.22130316683333334;0.17683393444954637;0.0;0.017668636102866085;0.24461099960034013;0.0;0.0;0.03405060975569661;0.41822645914355955;0.014681539802661478;0.46572516429104854;0.0;0.0;0.04125960596193148;0.9096394212478303;576.2794900144473;79.59283910157868;19265.76834901771;2.039272543504568e6;18070.03553669558
29;ref;2957;0.20502909068333336;0.18490247657619613;0.0;0.017609194999208395;0.24983274801453034;0.0;0.0;0.025834023425642866;0.3674629858436724;0.01593680892867528;0.4668571836710987;0.0;0.0;0.060376267424622904;0.9096394212478303;576.2794900144473;79.54661603940801;19265.81064860786;2.031692444314752e6;13888.55767642372
11;ref;2927;0.22760833568333333;0.08081338976031234;0.0;0.017552415193002983;0.2598983733015041;0.0;0.0;0.0040633059181785424;0.04725224657324923;0.017621669312784673;0.48908193481415735;0.0;0.0;0.0016064328478699787;0.9096394212478303;576.2794900144473;80.32038843182936;19265.87572280779;2.0124582399180958e6;76.37407321658195
51;ref;2874;0.2559112921;0.14006314687513288;0.0;0.01769975637479308;0.24631520900892306;0.0;0.0;0.14378064303032373;0.09592673354131305;0.0142370356705284;0.4649313604674243;0.0;0.0;0.11531638185937651;0.9096394212478303;576.2794900144473;79.1781397660051;19265.640431996362;2.065189166848218e6;43508.99117349328
28;ref;2997;0.23349015775;0.1610717380629698;0.0;0.017683878982141223;0.2370812132914578;0.0;0.0;0.05692461105579704;0.3184009036702854;0.014852222655196205;0.4709868550158449;0.0;0.0;0.10077169593599825;0.9096394212478303;576.2794900144473;79.54935262208838;19265.73267365419;2.0299413756567047e6;13064.709057189602
42;ref;3035;0.18287844206666667;0.09748466821850535;0.0;0.017677931601115127;0.24527737381379963;0.0;0.0;0.1398245050979201;0.19676377345060986;0.0163170863146743;0.4489499287597651;0.0;0.0;0.09772973537461022;0.9096394212478303;576.2794900144473;79.427107906542;19265.68224997817;2.051208970530675e6;31826.152999628026
79;ref;3103;0.2110509977166667;0.350984902956481;0.0;0.01769619389394657;0.23991892566152478;0.0;0.04726146270510966;0.0;0.2793498180835771;0.016679458819058055;0.4338364484126803;0.0;0.04174158060641291;0.0;0.9096394212478303;576.2794900144473;78.45028593308963;19265.417871944053;2.0876046580349444e6;57797.34750307184
81;ref;3134;0.22075625178333336;0.20695822465002292;0.0;0.0162289273463269;0.2248940543093404;0.0;0.038636845799687264;0.0;0.11026804925884463;0.01753167226377315;0.41559172960376073;0.0;0.07138545815258751;0.0;0.9096394212478303;576.2794900144473;78.21826723990911;19265.576837262637;2.0966308957829657e6;67295.66013348586
19;ref;3025;0.25153056483333336;0.05400907912313291;0.0;0.01759768457439461;0.25691802186232277;0.0;0.0;0.08691729101794976;0.08615694568726581;0.01768164681750024;0.4695522969094907;0.0;0.0;0.08252713739782765;0.9096394212478303;576.2794900144473;80.06044887442505;19265.892040490497;2.0179250178853562e6;4898.051510003411
49;ref;2909;0.27291988761666663;0.1323181465781078;0.0;0.01769649431438622;0.23472929033511725;0.0;0.0;0.06021351512574079;0.08880088492391991;0.01688695310344595;0.4662698016554379;0.0;0.0;0.034037888329273666;0.9096394212478303;576.2794900144473;79.22684527218209;19265.634858619713;2.0624711790318077e6;40810.01892816444
36;ref;2785;0.2766443981;0.11271811051322383;0.0;0.017560726921767637;0.24456059692735774;0.0;0.0;0.05466714295439643;0.13962516507408734;0.017498570385931868;0.48154741754781066;0.0;0.0;0.08600791679977378;0.9096394212478303;576.2794900144473;79.54802505306432;19265.66869179704;2.0423892055377273e6;20218.9130688781
82;ref;3182;0.25603881335;0.24451417429242953;0.0;0.01734415438025504;0.21629584104727123;0.0;0.035381507145960125;0.0;0.4548610848417344;0.01769860878546084;0.4149166173213068;0.0;0.06409240161949736;0.0;0.9096394212478303;576.2794900144473;78.08873865840769;19265.517976411786;2.1011537743663853e6;72106.21833646542
26;ref;3045;0.1681870304;0.05349772998507916;0.0;0.017163897340887597;0.2471370171663419;0.0;0.0;0.028515673803866718;0.11066612994197177;0.01675401295204341;0.47550808343136575;0.0;0.0;0.045630253434459894;0.9096394212478303;576.2794900144473;79.78410276401785;19265.755854438634;2.0277523331204941e6;11250.356073442843
65;ref;3145;0.19395357813333333;0.0946052646009307;0.0;0.017697783582070085;0.23557579980875717;0.0;0.024099077551066685;0.0;0.16892828093090503;0.017205490850949225;0.44632820241995597;0.0;0.03887257850974844;0.0;0.9096394212478303;576.2794900144473;79.65657614197352;19265.724999144713;2.0293674934109922e6;11667.065710554067
48;ref;3108;0.23462678493333336;0.1263962177111841;0.0;0.017673156976206483;0.231876890519676;0.0;0.0;0.048930305785885905;0.07541055684499995;0.014280187948440434;0.4449658177207541;0.0;0.0;0.13440498311448484;0.9096394212478303;576.2794900144473;79.2584287209902;19265.65908072988;2.0606805742459747e6;39706.176022141466
72;ref;3226;0.24621546721666668;0.17181018540746967;0.0;0.017407963924692613;0.22858488413425987;0.0;0.015955845988383826;0.0;0.1458583931600524;0.01753376098354325;0.42900065731511444;0.0;0.029870096844221285;0.0;0.9096394212478303;576.2794900144473;79.08206977665097;19265.631085503006;2.0558243221404294e6;27945.287150613163
47;ref;2802;0.4668437704166667;0.10612150424543478;0.0;0.017703813719938146;0.2500966636382749;0.0;0.0;0.077494757070196;0.05418015868307367;0.01716282092864794;0.48413476785827386;0.0;0.0;0.15162081137798955;0.9096394212478303;576.2794900144473;79.24795893134184;19265.67921018684;2.0595884728038248e6;38114.1296039473
35;ref;2813;0.42922475723333336;0.09346796730442171;0.0;0.0171153406563627;0.24593971885143792;0.0;0.0;0.04091990873885026;0.09744558428512981;0.017656212715919765;0.47936445861579935;0.0;0.0;0.08342110487796267;0.9096394212478303;576.2794900144473;79.54755120036481;19265.693334417458;2.04063371708134e6;19032.87611733598
6;ref;2795;0.20211421293333337;0.059088659019688794;0.0;0.01767090723742418;0.26645317518897454;0.0;0.0;0.0019696987381608282;0.1134975475720319;0.017136975669082278;0.5083430386661251;0.0;0.0;0.00085489154726344;0.9096394212478303;576.2794900144473;80.2876950237544;19265.83109408393;2.0129675069065178e6;22.696247842416767
88;ref;3365;0.21954004986666667;0.19035932139039866;0.0;0.015066148688800286;0.23132662677624788;0.0;0.07001755871897658;0.0;0.3712897420188318;0.017624736569108047;0.3652389074657664;0.0;0.08925687713113523;0.0;0.9096394212478303;576.2794900144473;78.01879956605475;19265.573755234203;2.1281198869229197e6;119648.66316937901
87;ref;3379;0.19904847403333334;0.2682688552784264;0.0;0.015363924489515469;0.19676166210831;0.0;0.11303758569388866;0.0;0.26057363529729327;0.017449505827941466;0.3703984489846857;0.0;0.09751450008200024;0.0;0.9096394212478303;576.2794900144473;77.89661621892458;19265.535755595207;2.123144923408631e6;110050.45775278416
50;ref;3104;0.22250352185000002;0.16566697607814596;0.0;0.017704945856576025;0.22935965633652808;0.0;0.0;0.12355949001666061;0.13269955188573976;0.015647732685685443;0.4410972850831971;0.0;0.0;0.10703797127918611;0.9096394212478303;576.2794900144473;79.19426411074056;19265.620753858053;2.0638277404457515e6;42402.918451128986
30;ref;2857;0.39276453225;0.12790715259201088;0.0;0.01770003635057597;0.24498198473157703;0.0;0.0;0.06626463604427658;0.2463061818005998;0.016089105805588408;0.46602618447087935;0.0;0.0;0.04653323446061979;0.9096394212478303;576.2794900144473;79.59825787143554;19265.607697978732;2.0332491987955982e6;14679.669111522302
46;ref;3221;0.20524141936666668;0.09886679880214391;0.0;0.017707453403026305;0.23105034991065587;0.0;0.0;0.09827847803928323;0.11923028036264714;0.014397300690926696;0.4341566374772272;0.0;0.0;0.1469664693063625;0.9096394212478303;576.2794900144473;79.2957722728995;19265.68195594058;2.0577159357134486e6;37391.718088030415
91;ref;3468;0.21537384883333335;0.5038999775944983;0.0;0.017692260314590737;0.17181255065873718;0.0;0.06462481204194581;0.0;0.5644633766689643;0.017675979002005564;0.3316670251729822;0.0;0.05414470287532362;0.0;0.9096394212478303;576.2794900144473;77.9745164667249;19265.305468589944;2.144537789549377e6;143365.1413470017
38;ref;2960;0.3313053311833334;0.11718901265420281;0.0;0.017335817587415564;0.23849008906906352;0.0;0.0;0.0573705048128298;0.10344882587360013;0.017693577256652625;0.4560235846679273;0.0;0.0;0.09910181558539119;0.9096394212478303;576.2794900144473;79.5324188891898;19265.686676504774;2.0449423436168192e6;24092.819177736616
80;ref;3032;0.36007572058333337;0.28912831076487655;0.0;0.017194871037578188;0.2261016861692734;0.0;0.0321832423733388;0.0;0.5051275663856261;0.016377914084405733;0.42899792972522044;0.0;0.06486304605946654;0.0;0.9096394212478303;576.2794900144473;78.29574111162513;19265.54088029047;2.0920562510779952e6;62929.169779958436
37;ref;3021;0.2718513078833334;0.09225637729636522;0.0;0.017704090797744147;0.25418815427586616;0.0;0.0;0.1109078421880418;0.05484100892811295;0.01086634202889159;0.46322251625676486;0.0;0.0;0.1234416696212945;0.9096394212478303;576.2794900144473;79.5516319080625;19265.70280452007;2.0439434851814867e6;22166.069729654697
75;ref;2937;0.5195925860833334;0.08848323623715076;0.0;0.017672330694002487;0.2511964503925742;0.0;0.049878078432073925;0.0;0.0540437164567776;0.017403844664451627;0.4662358898226569;0.0;0.04823287769877331;0.0;0.9096394212478303;576.2794900144473;78.77523061696718;19265.685541659153;2.069742608684798e6;39683.75643048593
84;ref;3701;0.26147123425;0.1565413090051618;0.0;0.017677671094576408;0.1949750348429175;0.0;0.056404778543196296;0.0;0.2779032800396559;0.01518627168475486;0.31868030364222477;0.0;0.05838548216900913;0.0;0.9096394212478303;576.2794900144473;78.02539898759333;19265.62815341052;2.1106835782691487e6;84109.7912106672
78;ref;3826;0.26976860666666663;0.13513436198000503;0.0;0.017672192711788555;0.1844944055432757;0.0;0.018574505202252074;0.0;0.1366100703025299;0.01403787404480625;0.28802539331738636;0.0;0.030933531390899653;0.0;0.9096394212478303;576.2794900144473;78.59187344871836;19265.64390292992;2.0830173122575248e6;52410.265857042956
83;ref;3823;0.24496732195;0.13655155157542165;0.0;0.017680458978112296;0.16159815060671262;0.0;0.03284845322106924;0.0;0.1527421064091559;0.014667390379156047;0.29070585240449553;0.0;0.06375112728055315;0.0;0.9096394212478303;576.2794900144473;78.1062276552035;19265.64063966797;2.1057473914030744e6;77645.87640355158
92;ref;3951;0.24641799415;0.3299696583302837;0.0;0.017701308642678472;0.28171132284141304;0.0;0.07096559750281169;0.0;0.27751592450234674;0.016997900877365923;0.2641843547365009;0.0;0.09823864272917467;0.0;0.9096394212478303;576.2794900144473;78.230477826152;19265.46133320873;2.148790273349312e6;152772.13733318838
101;ref;4182;0.23932659535000003;0.0869050761960334;0.0;0.017678806764859264;0.15033400471260905;0.0;0.1970843314680987;0.0;0.08133946836278948;0.017669060937216628;0.25327955590882906;0.0;0.28477579059513697;0.0;0.9096394212478303;576.2794900144473;79.00493199268884;19265.68129340679;2.1952915160093633e6;332282.8695203977
74;ref;3158;0.37370889376666666;0.15953001601555394;0.0;0.017694406942980478;0.2333354232491307;0.0;0.03964968460897124;0.0;0.1848758231565876;0.01703631978196675;0.42869242990209794;0.0;0.05614118340879387;0.0;0.9096394212478303;576.2794900144473;78.86229131753672;19265.63838796287;2.0649845472252506e6;35134.36064839138
93;ref;4066;0.2864529214833334;0.3700412444778491;0.0;0.017590204022476342;0.19852010934230385;0.0;0.03462508998432278;0.0;0.3111899279910687;0.01757775626268818;0.2451106432665281;0.0;0.0693241433328922;0.0;0.9096394212478303;576.2794900144473;78.19945757865162;19265.386215556933;2.1534147843981097e6;165648.16231712146
94;ref;4086;0.2860895774666667;0.30608168510931866;0.0;0.016130703738179823;0.1762035354207902;0.0;0.04902619668389183;0.0;0.33187903857196416;0.017667675597454868;0.25025410525893366;0.0;0.0814843183021755;0.0;0.9096394212478303;576.2794900144473;78.36078791021423;19265.522010842586;2.158361317069393e6;178178.2145491212
53;ref;3952;0.19297020020000002;0.06363288953745595;0.0;0.017511400752958532;0.16324295953693527;0.0;2.532742469493199e-6;0.0;0.11936547920452516;0.01687854197305759;0.2714611296814102;0.0;3.227620594808843e-6;0.0;0.9096394212478303;576.2794900144473;80.41133778272733;19265.835891930696;2.0128221779796365e6;0.005810869980770409
90;ref;3610;0.4180200176;0.15115797922256793;0.0;0.0175034625414039;0.1911880677720817;0.0;0.053360575661257396;0.0;0.1734959222873673;0.01752641621727246;0.30820446206790114;0.0;0.08678577995538009;0.0;0.9096394212478303;576.2794900144473;77.90277262352159;19265.625012439978;2.139023518256743e6;135105.84189562566
15;ref;3934;0.28913241625;0.07122272479894576;0.0;0.017622770398159435;0.1431074004885;0.0;0.0;0.040542681849184595;0.10462718075846275;0.017578718386451163;0.27974468827230975;0.0;0.0;0.0557609646210367;0.9096394212478303;576.2794900144473;80.38018235297525;19265.845364389723;2.0135040056064744e6;1032.708743312157
8;ref;3950;0.2268319500166667;0.061404962342508425;0.0;0.01757784376981034;0.162117580642725;0.0;0.0;0.0010245863476815388;0.11089095687478881;0.016486124260053064;0.27112697500435806;0.0;0.0;0.0020765060950537055;0.9096394212478303;576.2794900144473;80.39644743811742;19265.83741449562;2.0127448523059387e6;25.2429180590778
31;ref;4018;0.27476848275;0.05706952936848534;0.0;0.014116548973445614;0.15069481466957765;0.0;0.0;0.05427289317352881;0.06482375015966609;0.017376809660803866;0.2710695560404867;0.0;0.0;0.10383980169452883;0.9096394212478303;576.2794900144473;79.63067458572058;19265.71937231056;2.034104061747351e6;15788.516779774305
3;ref;4001;0.26179724258333337;0.07136292013291841;0.0;0.017474965373833425;0.1625479370962007;0.0;0.0;0.000361964636718008;0.09452161613256468;0.017442020780821035;0.2713930224454327;0.0;0.0;0.0007311135628961131;0.9096394212478303;576.2794900144473;80.46113442979495;19265.84571004175;2.0129971657871292e6;2.761498344655499
99;ref;4483;0.23711824628333336;0.12041922570275858;0.0;0.01744063627483306;0.11970359242903271;0.0;0.0632718339585556;0.0;0.09052421247321936;0.01760470270953839;0.20693518708108463;0.0;0.0817163740486853;0.0;0.9096394212478303;576.2794900144473;78.85900514785361;19265.65759613803;2.182845753922909e6;245538.32357646318
